Region_ID	Projection_ID
reg_11	ENSCGOT00000041784.63
reg_11	ENSCGOT00000041230.63
reg_11	ENSCGOT00000041825.63
reg_11	ENSCGOT00000041762.63
reg_11	ENSCGOT00000040865.63
reg_12	ENSCGOT00000041024.28
reg_12	ENSCGOT00000040834.28
reg_12	ENSCGOT00000040978.28
reg_12	ENSCGOT00000041085.28
reg_12	ENSCGOT00000040880.28
reg_12	ENSCGOT00000041027.28
reg_12	ENSCGOT00000040931.28
reg_12	ENSCGOT00000041148.28
reg_12	ENSCGOT00000041147.28
reg_13	ENSCGOT00000013202.29
reg_13	ENSCGOT00000013242.29
reg_13	ENSCGOT00000013124.29
reg_13	ENSCGOT00000013112.29
reg_13	ENSCGOT00000013137.29
reg_13	ENSCGOT00000013233.29
reg_13	ENSCGOT00000013098.29
reg_13	ENSCGOT00000013247.29
reg_14	ENSCGOT00000005127.28
reg_15	ENSCGOT00000046910.28
reg_15	ENSCGOT00000046923.28
reg_15	ENSCGOT00000046963.28
reg_15	ENSCGOT00000046983.28
reg_15	ENSCGOT00000047005.28
reg_15	ENSCGOT00000046944.28
reg_15	ENSCGOT00000046827.28
reg_15	ENSCGOT00000046942.28
reg_16	ENSCGOT00000008354.28
reg_16	ENSCGOT00000008382.28
reg_16	ENSCGOT00000008299.28
reg_16	ENSCGOT00000008411.28
reg_17	ENSCGOT00000002972.63
reg_18	ENSCGOT00000001508.28
reg_18	ENSCGOT00000001612.28
reg_18	ENSCGOT00000001692.28
reg_18	ENSCGOT00000001694.28
reg_18	ENSCGOT00000001654.28
reg_18	ENSCGOT00000001642.28
reg_18	ENSCGOT00000001572.28
reg_18	ENSCGOT00000001611.28
reg_18	ENSCGOT00000001567.28
reg_18	ENSCGOT00000001532.28
reg_19	ENSCGOT00000028020.1614948
reg_19	ENSCGOT00000054230.815242
reg_19	ENSCGOT00000028011.1437230
reg_19	ENSCGOT00000027998.1437230
reg_19	ENSCGOT00000028011.1313054
reg_20	ENSCGOT00000000849.63
reg_20	ENSCGOT00000000845.63
reg_21	ENSCGOT00000014427.29
reg_21	ENSCGOT00000014440.29
reg_21	ENSCGOT00000014450.29
reg_21	ENSCGOT00000014705.29
reg_21	ENSCGOT00000014779.29
reg_21	ENSCGOT00000014446.29
reg_21	ENSCGOT00000014475.29
reg_22	ENSCGOT00000044441.29
reg_22	ENSCGOT00000044340.29
reg_22	ENSCGOT00000044470.29
reg_22	ENSCGOT00000044339.29
reg_22	ENSCGOT00000043594.29
reg_22	ENSCGOT00000044379.29
reg_22	ENSCGOT00000044341.29
reg_22	ENSCGOT00000043609.29
reg_22	ENSCGOT00000043940.29
reg_23	ENSCGOT00000002822.28
reg_23	ENSCGOT00000002655.28
reg_23	ENSCGOT00000002542.28
reg_23	ENSCGOT00000002658.28
reg_23	ENSCGOT00000002860.28
reg_23	ENSCGOT00000002865.28
reg_23	ENSCGOT00000002651.28
reg_23	ENSCGOT00000002841.28
reg_24	ENSCGOT00000028020.1631531
reg_24	ENSCGOT00000013030.343834
reg_25	ENSCGOT00000021251.29
reg_25	ENSCGOT00000021392.29
reg_25	ENSCGOT00000020975.29
reg_25	ENSCGOT00000021453.29
reg_25	ENSCGOT00000021099.29
reg_25	ENSCGOT00000021455.29
reg_25	ENSCGOT00000020694.29
reg_25	ENSCGOT00000020702.29
reg_25	ENSCGOT00000020797.29
reg_26	ENSCGOT00000035573.28
reg_26	ENSCGOT00000035569.28
reg_26	ENSCGOT00000035398.28
reg_26	ENSCGOT00000035580.28
reg_26	ENSCGOT00000035472.28
reg_26	ENSCGOT00000035357.28
reg_26	ENSCGOT00000034921.28
reg_27	ENSCGOT00000025564.444
reg_28	ENSCGOT00000003842.25
reg_29	ENSCGOT00000060139.25
reg_29	ENSCGOT00000060134.25
reg_29	ENSCGOT00000060151.25
reg_29	ENSCGOT00000060146.25
reg_29	ENSCGOT00000060133.25
reg_29	ENSCGOT00000060159.25
reg_29	ENSCGOT00000060141.25
reg_29	ENSCGOT00000060094.25
reg_29	ENSCGOT00000060131.25
reg_30	ENSCGOT00000049153.25
reg_30	ENSCGOT00000049155.25
reg_31	ENSCGOT00000010485.63
reg_31	ENSCGOT00000010474.63
reg_31	ENSCGOT00000010305.63
reg_31	ENSCGOT00000010556.63
reg_32	ENSCGOT00000021511.29
reg_32	ENSCGOT00000021515.29
reg_33	ENSCGOT00000007422.63
reg_33	ENSCGOT00000007511.63
reg_33	ENSCGOT00000007310.63
reg_33	ENSCGOT00000007501.63
reg_33	ENSCGOT00000007273.63
reg_33	ENSCGOT00000007571.63
reg_33	ENSCGOT00000007369.63
reg_33	ENSCGOT00000007129.63
reg_33	ENSCGOT00000007394.63
reg_33	ENSCGOT00000007535.63
reg_34	ENSCGOT00000002507.2185168
reg_34	ENSCGOT00000002510.2869590
reg_35	ENSCGOT00000002165.63
reg_35	ENSCGOT00000002159.63
reg_35	ENSCGOT00000002113.63
reg_35	ENSCGOT00000002114.63
reg_35	ENSCGOT00000002175.63
reg_35	ENSCGOT00000002151.63
reg_36	ENSCGOT00000011004.29
reg_36	ENSCGOT00000011192.29
reg_36	ENSCGOT00000011128.29
reg_36	ENSCGOT00000011386.29
reg_36	ENSCGOT00000011351.29
reg_36	ENSCGOT00000011254.29
reg_36	ENSCGOT00000011379.29
reg_36	ENSCGOT00000011133.29
reg_37	ENSCGOT00000005974.25
reg_37	ENSCGOT00000005965.25
reg_38	ENSCGOT00000028029.1251653
reg_38	ENSCGOT00000028020.1402022
reg_39	ENSCGOT00000017660.29
reg_39	ENSCGOT00000017681.29
reg_39	ENSCGOT00000017602.29
reg_39	ENSCGOT00000017505.29
reg_39	ENSCGOT00000017543.29
reg_39	ENSCGOT00000017627.29
reg_39	ENSCGOT00000017572.29
reg_39	ENSCGOT00000017581.29
reg_39	ENSCGOT00000033263.372784
reg_40	ENSCGOT00000021599.130851
reg_40	ENSCGOT00000021621.130851
reg_40	ENSCGOT00000021626.130851
reg_40	ENSCGOT00000021590.130851
reg_41	ENSCGOT00000006924.28
reg_41	ENSCGOT00000006927.28
reg_41	ENSCGOT00000006787.28
reg_41	ENSCGOT00000006907.28
reg_41	ENSCGOT00000006993.28
reg_41	ENSCGOT00000006913.28
reg_41	ENSCGOT00000006921.28
reg_41	ENSCGOT00000006985.28
reg_41	ENSCGOT00000006328.28
reg_41	ENSCGOT00000006918.28
reg_42	ENSCGOT00000000003.112
reg_42	ENSCGOT00000000005.112
reg_42	ENSCGOT00000000004.112
reg_42	ENSCGOT00000000002.112
reg_42	ENSCGOT00000000006.112
reg_43	ENSCGOT00000037031.231
reg_43	ENSCGOT00000037214.231
reg_43	ENSCGOT00000037224.231
reg_43	ENSCGOT00000037122.231
reg_43	ENSCGOT00000037137.231
reg_44	ENSCGOT00000016453.289104
reg_44	ENSCGOT00000016455.289104
reg_45	ENSCGOT00000001734.25
reg_45	ENSCGOT00000001752.25
reg_45	ENSCGOT00000001790.25
reg_45	ENSCGOT00000001689.25
reg_45	ENSCGOT00000001733.25
reg_45	ENSCGOT00000001737.25
reg_45	ENSCGOT00000001798.25
reg_46	ENSCGOT00000000030.112
reg_46	ENSCGOT00000000029.112
reg_46	ENSCGOT00000000028.112
reg_46	ENSCGOT00000000026.112
reg_46	ENSCGOT00000000027.112
reg_46	ENSCGOT00000000032.112
reg_46	ENSCGOT00000000031.112
reg_47	ENSCGOT00000037290.25
reg_47	ENSCGOT00000037288.25
reg_48	ENSCGOT00000012728.28
reg_48	ENSCGOT00000012740.28
reg_49	ENSCGOT00000006118.25
reg_49	ENSCGOT00000006202.25
reg_49	ENSCGOT00000006112.25
reg_49	ENSCGOT00000005824.25
reg_50	ENSCGOT00000004248.63
reg_51	ENSCGOT00000003210.28
reg_51	ENSCGOT00000003213.28
reg_51	ENSCGOT00000003211.28
reg_52	ENSCGOT00000000358.29
reg_52	ENSCGOT00000000355.29
reg_52	ENSCGOT00000000359.29
reg_53	ENSCGOT00000001536.25
reg_54	ENSCGOT00000007475.29
reg_55	ENSCGOT00000038403.29
reg_55	ENSCGOT00000038505.29
reg_55	ENSCGOT00000038224.29
reg_55	ENSCGOT00000038577.29
reg_55	ENSCGOT00000038609.29
reg_55	ENSCGOT00000038511.29
reg_55	ENSCGOT00000038690.29
reg_55	ENSCGOT00000038685.29
reg_55	ENSCGOT00000038071.29
reg_55	ENSCGOT00000038282.29
reg_56	ENSCGOT00000005276.63
reg_56	ENSCGOT00000005316.63
reg_56	ENSCGOT00000005732.63
reg_56	ENSCGOT00000004895.63
reg_56	ENSCGOT00000005411.63
reg_56	ENSCGOT00000005227.63
reg_56	ENSCGOT00000005421.63
reg_56	ENSCGOT00000005379.63
reg_56	ENSCGOT00000005147.63
reg_57	ENSCGOT00000008018.29
reg_58	ENSCGOT00000031833.28
reg_58	ENSCGOT00000031752.28
reg_58	ENSCGOT00000032232.28
reg_58	ENSCGOT00000031774.28
reg_58	ENSCGOT00000031817.28
reg_58	ENSCGOT00000031499.28
reg_58	ENSCGOT00000031695.28
reg_58	ENSCGOT00000032194.28
reg_58	ENSCGOT00000032267.28
reg_58	ENSCGOT00000031645.28
reg_59	ENSCGOT00000002626.63
reg_59	ENSCGOT00000002563.63
reg_59	ENSCGOT00000002582.63
reg_59	ENSCGOT00000002534.63
reg_59	ENSCGOT00000002641.63
reg_59	ENSCGOT00000002546.63
reg_59	ENSCGOT00000002530.63
reg_59	ENSCGOT00000002398.63
reg_59	ENSCGOT00000002544.63
reg_59	ENSCGOT00000002607.63
reg_60	ENSCGOT00000028100.28
reg_60	ENSCGOT00000027860.28
reg_60	ENSCGOT00000026965.28
reg_60	ENSCGOT00000028168.28
reg_60	ENSCGOT00000026620.28
reg_60	ENSCGOT00000025849.28
reg_60	ENSCGOT00000027637.28
reg_60	ENSCGOT00000027864.28
reg_60	ENSCGOT00000027881.28
reg_60	ENSCGOT00000026544.28
reg_61	ENSCGOT00000053543.129
reg_62	ENSCGOT00000036693.29
reg_62	ENSCGOT00000036678.29
reg_62	ENSCGOT00000036690.29
reg_63	ENSCGOT00000000065.112
reg_63	ENSCGOT00000000067.112
reg_63	ENSCGOT00000000070.112
reg_63	ENSCGOT00000000068.112
reg_63	ENSCGOT00000000069.112
reg_63	ENSCGOT00000000066.112
reg_64	ENSCGOT00000045683.25
reg_64	ENSCGOT00000045677.25
reg_64	ENSCGOT00000045684.25
reg_64	ENSCGOT00000045680.25
reg_65	ENSCGOT00000018430.28
reg_65	ENSCGOT00000018415.28
reg_66	ENSCGOT00000045512.29
reg_66	ENSCGOT00000045586.29
reg_66	ENSCGOT00000045522.29
reg_66	ENSCGOT00000045499.29
reg_66	ENSCGOT00000045483.29
reg_66	ENSCGOT00000045524.29
reg_66	ENSCGOT00000045493.29
reg_66	ENSCGOT00000045525.29
reg_66	ENSCGOT00000045488.29
reg_67	ENSCGOT00000015771.29
reg_67	ENSCGOT00000015111.29
reg_67	ENSCGOT00000015767.29
reg_67	ENSCGOT00000015539.29
reg_67	ENSCGOT00000015769.29
reg_67	ENSCGOT00000015687.29
reg_67	ENSCGOT00000015148.29
reg_67	ENSCGOT00000015441.29
reg_67	ENSCGOT00000015543.29
reg_67	ENSCGOT00000015633.29
reg_68	ENSCGOT00000038530.25
reg_68	ENSCGOT00000038543.25
reg_68	ENSCGOT00000038562.25
reg_68	ENSCGOT00000038687.25
reg_68	ENSCGOT00000038730.25
reg_68	ENSCGOT00000038567.25
reg_68	ENSCGOT00000038642.25
reg_69	ENSCGOT00000001462.25
reg_69	ENSCGOT00000001474.25
reg_69	ENSCGOT00000001469.25
reg_69	ENSCGOT00000001487.25
reg_69	ENSCGOT00000001459.25
reg_70	ENSCGOT00000054230.950190
reg_71	ENSCGOT00000030260.29
reg_71	ENSCGOT00000030238.29
reg_72	ENSCGOT00000013258.572631
reg_72	ENSCGOT00000013256.572631
reg_73	ENSCGOT00000007976.63
reg_73	ENSCGOT00000007974.63
reg_73	ENSCGOT00000007979.63
reg_74	ENSCGOT00000011525.25
reg_75	ENSCGOT00000041985.25
reg_75	ENSCGOT00000041977.25
reg_75	ENSCGOT00000041885.25
reg_75	ENSCGOT00000041975.25
reg_75	ENSCGOT00000041935.25
reg_75	ENSCGOT00000041897.25
reg_75	ENSCGOT00000042003.25
reg_75	ENSCGOT00000041832.25
reg_75	ENSCGOT00000041831.25
reg_75	ENSCGOT00000041350.25
reg_76	ENSCGOT00000032112.25
reg_76	ENSCGOT00000032156.25
reg_77	ENSCGOT00000012320.701715
reg_77	ENSCGOT00000012196.701715
reg_77	ENSCGOT00000012193.701715
reg_77	ENSCGOT00000012178.701715
reg_77	ENSCGOT00000012255.701715
reg_78	ENSCGOT00000037753.29
reg_78	ENSCGOT00000037739.29
reg_78	ENSCGOT00000037732.29
reg_78	ENSCGOT00000037660.29
reg_78	ENSCGOT00000037698.29
reg_78	ENSCGOT00000037742.29
reg_79	ENSCGOT00000042638.129
reg_80	ENSCGOT00000045536.25
reg_81	ENSCGOT00000006251.25
reg_81	ENSCGOT00000006254.25
reg_82	ENSCGOT00000024305.63
reg_82	ENSCGOT00000024307.63
reg_83	ENSCGOT00000017108.344556
reg_83	ENSCGOT00000022169.20003
reg_83	ENSCGOT00000025735.409618
reg_83	ENSCGOT00000017130.370984
reg_84	ENSCGOT00000043294.222
reg_85	ENSCGOT00000031421.29
reg_85	ENSCGOT00000031416.29
reg_86	ENSCGOT00000006897.63
reg_86	ENSCGOT00000006894.63
reg_86	ENSCGOT00000006597.63
reg_86	ENSCGOT00000006878.63
reg_86	ENSCGOT00000006875.63
reg_86	ENSCGOT00000006788.63
reg_87	ENSCGOT00000007970.63
reg_88	ENSCGOT00000030866.28
reg_88	ENSCGOT00000030979.28
reg_88	ENSCGOT00000030887.28
reg_88	ENSCGOT00000031025.28
reg_88	ENSCGOT00000030858.28
reg_88	ENSCGOT00000030835.28
reg_88	ENSCGOT00000030814.28
reg_88	ENSCGOT00000030954.28
reg_89	ENSCGOT00000045526.25
reg_90	ENSCGOT00000026921.31258
reg_90	ENSCGOT00000049207.25
reg_90	ENSCGOT00000043160.533274
reg_90	ENSCGOT00000049198.25
reg_91	ENSCGOT00000019140.953388
reg_92	ENSCGOT00000060368.25
reg_92	ENSCGOT00000060367.25
reg_93	ENSCGOT00000021521.29
reg_94	ENSCGOT00000047029.28
reg_94	ENSCGOT00000047027.28
reg_95	ENSCGOT00000004057.28
reg_95	ENSCGOT00000004077.28
reg_96	ENSCGOT00000001034.112
reg_96	ENSCGOT00000001018.112
reg_96	ENSCGOT00000001020.112
reg_96	ENSCGOT00000001031.112
reg_96	ENSCGOT00000000997.112
reg_96	ENSCGOT00000001051.112
reg_97	ENSCGOT00000035003.29
reg_97	ENSCGOT00000034864.29
reg_97	ENSCGOT00000034926.29
reg_97	ENSCGOT00000035025.29
reg_97	ENSCGOT00000034710.29
reg_97	ENSCGOT00000035024.29
reg_97	ENSCGOT00000034922.29
reg_98	ENSCGOT00000060166.25
reg_99	ENSCGOT00000027058.29
reg_99	ENSCGOT00000027062.29
reg_99	ENSCGOT00000026872.29
reg_99	ENSCGOT00000026848.29
reg_99	ENSCGOT00000026792.29
reg_99	ENSCGOT00000026914.29
reg_99	ENSCGOT00000026653.29
reg_99	ENSCGOT00000026661.29
reg_99	ENSCGOT00000026917.29
reg_99	ENSCGOT00000026648.29
reg_100	ENSCGOT00000037588.25
reg_100	ENSCGOT00000037241.25
reg_100	ENSCGOT00000036351.25
reg_100	ENSCGOT00000036329.25
reg_100	ENSCGOT00000037598.25
reg_100	ENSCGOT00000036394.25
reg_100	ENSCGOT00000037237.25
reg_100	ENSCGOT00000036381.25
reg_100	ENSCGOT00000037614.25
reg_100	ENSCGOT00000036311.25
reg_101	ENSCGOT00000039379.1965744
reg_102	ENSCGOT00000039255.29
reg_102	ENSCGOT00000039082.29
reg_102	ENSCGOT00000039154.29
reg_102	ENSCGOT00000039238.29
reg_102	ENSCGOT00000039127.29
reg_102	ENSCGOT00000039193.29
reg_102	ENSCGOT00000039098.29
reg_103	ENSCGOT00000039379.2432015
reg_103	ENSCGOT00000039379.2702539
reg_104	ENSCGOT00000022237.25
reg_104	ENSCGOT00000022202.25
reg_104	ENSCGOT00000022602.25
reg_104	ENSCGOT00000022522.25
reg_104	ENSCGOT00000022000.25
reg_104	ENSCGOT00000022381.25
reg_104	ENSCGOT00000022273.25
reg_104	ENSCGOT00000022383.25
reg_105	ENSCGOT00000004514.25
reg_106	ENSCGOT00000016211.29
reg_107	ENSCGOT00000051193.25
reg_107	ENSCGOT00000050965.25
reg_107	ENSCGOT00000051190.25
reg_107	ENSCGOT00000051226.25
reg_107	ENSCGOT00000051401.25
reg_107	ENSCGOT00000050658.25
reg_107	ENSCGOT00000051116.25
reg_107	ENSCGOT00000051269.25
reg_107	ENSCGOT00000050811.25
reg_108	ENSCGOT00000047111.28
reg_108	ENSCGOT00000047108.28
reg_108	ENSCGOT00000002880.2416784
reg_108	ENSCGOT00000047103.28
reg_109	ENSCGOT00000006152.29
reg_110	ENSCGOT00000012562.63
reg_110	ENSCGOT00000012588.63
reg_110	ENSCGOT00000012552.63
reg_110	ENSCGOT00000012581.63
reg_111	ENSCGOT00000000445.25
reg_111	ENSCGOT00000000581.25
reg_111	ENSCGOT00000000416.25
reg_111	ENSCGOT00000000475.25
reg_111	ENSCGOT00000023725.383292
reg_111	ENSCGOT00000000452.25
reg_111	ENSCGOT00000000474.25
reg_111	ENSCGOT00000000411.25
reg_111	ENSCGOT00000000646.25
reg_111	ENSCGOT00000000442.25
reg_112	ENSCGOT00000051621.25
reg_112	ENSCGOT00000051598.25
reg_112	ENSCGOT00000051632.25
reg_112	ENSCGOT00000051562.25
reg_112	ENSCGOT00000051588.25
reg_112	ENSCGOT00000051613.25
reg_113	ENSCGOT00000037931.29
reg_113	ENSCGOT00000037918.29
reg_113	ENSCGOT00000037905.29
reg_114	ENSCGOT00000036280.28
reg_114	ENSCGOT00000036230.28
reg_114	ENSCGOT00000036282.28
reg_115	ENSCGOT00000001523.25
reg_116	ENSCGOT00000006310.25
reg_116	ENSCGOT00000006458.25
reg_116	ENSCGOT00000006579.25
reg_116	ENSCGOT00000006395.25
reg_116	ENSCGOT00000006367.25
reg_117	ENSCGOT00000006909.2243769
reg_118	ENSCGOT00000013258.29
reg_118	ENSCGOT00000013256.29
reg_119	ENSCGOT00000017186.444751
reg_119	ENSCGOT00000022183.20003
reg_119	ENSCGOT00000017624.492621
reg_119	ENSCGOT00000017136.370984
reg_120	ENSCGOT00000047015.28
reg_120	ENSCGOT00000047017.28
reg_121	ENSCGOT00000000013.112
reg_121	ENSCGOT00000000014.112
reg_122	ENSCGOT00000000527.287823
reg_123	ENSCGOT00000053603.3199410
reg_123	ENSCGOT00000053605.3199410
reg_123	ENSCGOT00000053603.2614591
reg_124	ENSCGOT00000011995.28
reg_124	ENSCGOT00000010766.28
reg_124	ENSCGOT00000010281.28
reg_124	ENSCGOT00000011848.28
reg_124	ENSCGOT00000011537.28
reg_124	ENSCGOT00000012059.28
reg_124	ENSCGOT00000012084.28
reg_124	ENSCGOT00000011830.28
reg_124	ENSCGOT00000011344.28
reg_124	ENSCGOT00000011159.28
reg_125	ENSCGOT00000023917.25
reg_125	ENSCGOT00000023912.25
reg_125	ENSCGOT00000023984.25
reg_126	ENSCGOT00000036308.28
reg_127	ENSCGOT00000003694.25
reg_127	ENSCGOT00000003663.25
reg_127	ENSCGOT00000003687.25
reg_127	ENSCGOT00000003669.25
reg_127	ENSCGOT00000003670.25
reg_127	ENSCGOT00000003735.25
reg_127	ENSCGOT00000003745.25
reg_128	ENSCGOT00000056901.479
reg_128	ENSCGOT00000056960.479
reg_128	ENSCGOT00000056949.479
reg_128	ENSCGOT00000056932.479
reg_128	ENSCGOT00000056899.479
reg_128	ENSCGOT00000056923.479
reg_128	ENSCGOT00000057009.479
reg_128	ENSCGOT00000056958.479
reg_129	ENSCGOT00000022478.29
reg_129	ENSCGOT00000022474.29
reg_130	ENSCGOT00000055218.328485
reg_130	ENSCGOT00000055211.328485
reg_130	ENSCGOT00000055216.328485
reg_131	ENSCGOT00000055903.479
reg_131	ENSCGOT00000055915.479
reg_131	ENSCGOT00000055897.479
reg_132	ENSCGOT00000027998.1433508
reg_132	ENSCGOT00000054230.349269
reg_132	ENSCGOT00000028018.401725
reg_133	ENSCGOT00000019906.1095
reg_134	ENSCGOT00000002892.63
reg_134	ENSCGOT00000002861.63
reg_134	ENSCGOT00000002879.63
reg_134	ENSCGOT00000002886.63
reg_134	ENSCGOT00000002902.63
reg_134	ENSCGOT00000002910.63
reg_135	ENSCGOT00000000083.112
reg_135	ENSCGOT00000000084.112
reg_136	ENSCGOT00000060171.25
reg_137	ENSCGOT00000024439.496
reg_137	ENSCGOT00000024757.496
reg_137	ENSCGOT00000024601.496
reg_137	ENSCGOT00000024444.496
reg_137	ENSCGOT00000024699.496
reg_137	ENSCGOT00000024771.496
reg_138	ENSCGOT00000051843.25
reg_138	ENSCGOT00000051835.25
reg_138	ENSCGOT00000051846.25
reg_138	ENSCGOT00000051850.25
reg_138	ENSCGOT00000051801.25
reg_138	ENSCGOT00000051848.25
reg_138	ENSCGOT00000051849.25
reg_139	ENSCGOT00000000283.29
reg_139	ENSCGOT00000000277.29
reg_139	ENSCGOT00000000299.29
reg_139	ENSCGOT00000000309.29
reg_139	ENSCGOT00000000292.29
reg_139	ENSCGOT00000000286.29
reg_140	ENSCGOT00000000130.112
reg_140	ENSCGOT00000000131.112
reg_140	ENSCGOT00000000128.112
reg_140	ENSCGOT00000000129.112
reg_141	ENSCGOT00000028011.1265496
reg_141	ENSCGOT00000028020.1850345
reg_141	ENSCGOT00000028011.1365661
reg_141	ENSCGOT00000028029.401725
reg_142	ENSCGOT00000055252.289104
reg_142	ENSCGOT00000055550.289104
reg_142	ENSCGOT00000055552.289104
reg_142	ENSCGOT00000055659.289104
reg_142	ENSCGOT00000055686.289104
reg_142	ENSCGOT00000055361.289104
reg_142	ENSCGOT00000055502.289104
reg_142	ENSCGOT00000055205.289104
reg_142	ENSCGOT00000055580.289104
reg_143	ENSCGOT00000008423.29
reg_143	ENSCGOT00000008395.29
reg_144	ENSCGOT00000001853.25
reg_144	ENSCGOT00000001834.25
reg_145	ENSCGOT00000016955.28
reg_146	ENSCGOT00000036950.328
reg_147	ENSCGOT00000033253.372784
reg_147	ENSCGOT00000016458.29
reg_148	ENSCGOT00000000736.28
reg_148	ENSCGOT00000000722.28
reg_148	ENSCGOT00000000740.28
reg_148	ENSCGOT00000000725.28
reg_149	ENSCGOT00000006090.29
reg_149	ENSCGOT00000006133.29
reg_149	ENSCGOT00000006079.29
reg_149	ENSCGOT00000006121.29
reg_149	ENSCGOT00000006044.29
reg_150	ENSCGOT00000004589.63
reg_150	ENSCGOT00000004610.63
reg_150	ENSCGOT00000004443.63
reg_150	ENSCGOT00000004441.63
reg_150	ENSCGOT00000004247.63
reg_150	ENSCGOT00000004424.63
reg_150	ENSCGOT00000004581.63
reg_150	ENSCGOT00000004381.63
reg_151	ENSCGOT00000022402.29
reg_152	ENSCGOT00000007101.63
reg_152	ENSCGOT00000007104.63
reg_152	ENSCGOT00000007122.63
reg_152	ENSCGOT00000007145.63
reg_152	ENSCGOT00000007119.63
reg_153	ENSCGOT00000002915.63
reg_154	ENSCGOT00000010629.444
reg_155	ENSCGOT00000012086.38808
reg_155	ENSCGOT00000012097.38808
reg_155	ENSCGOT00000012092.38808
reg_156	ENSCGOT00000053400.25
reg_156	ENSCGOT00000053428.25
reg_156	ENSCGOT00000053394.25
reg_156	ENSCGOT00000053292.25
reg_156	ENSCGOT00000053272.25
reg_156	ENSCGOT00000053300.25
reg_156	ENSCGOT00000053381.25
reg_156	ENSCGOT00000053363.25
reg_156	ENSCGOT00000053437.25
reg_156	ENSCGOT00000053302.25
reg_157	ENSCGOT00000000395.63
reg_157	ENSCGOT00000000394.63
reg_157	ENSCGOT00000000392.63
reg_158	ENSCGOT00000052025.25
reg_159	ENSCGOT00000045065.28
reg_159	ENSCGOT00000045413.28
reg_159	ENSCGOT00000045113.28
reg_159	ENSCGOT00000045366.28
reg_159	ENSCGOT00000045147.28
reg_159	ENSCGOT00000045107.28
reg_159	ENSCGOT00000045235.28
reg_160	ENSCGOT00000011258.25
reg_160	ENSCGOT00000010313.25
reg_160	ENSCGOT00000010618.25
reg_160	ENSCGOT00000009112.25
reg_160	ENSCGOT00000009174.25
reg_160	ENSCGOT00000010306.25
reg_160	ENSCGOT00000010589.25
reg_160	ENSCGOT00000010871.25
reg_160	ENSCGOT00000008593.25
reg_161	ENSCGOT00000002738.7409
reg_162	ENSCGOT00000001535.11394
reg_163	ENSCGOT00000010254.25
reg_163	ENSCGOT00000010573.25
reg_163	ENSCGOT00000010775.25
reg_163	ENSCGOT00000010689.25
reg_163	ENSCGOT00000010709.25
reg_163	ENSCGOT00000010272.25
reg_163	ENSCGOT00000010285.25
reg_164	ENSCGOT00000012767.28
reg_164	ENSCGOT00000012769.28
reg_165	ENSCGOT00000000806.25
reg_165	ENSCGOT00000000615.25
reg_165	ENSCGOT00000000827.25
reg_165	ENSCGOT00000000794.25
reg_165	ENSCGOT00000000823.25
reg_165	ENSCGOT00000000803.25
reg_165	ENSCGOT00000000824.25
reg_165	ENSCGOT00000000801.25
reg_165	ENSCGOT00000000820.25
reg_165	ENSCGOT00000000825.25
reg_166	ENSCGOT00000000427.63
reg_167	ENSCGOT00000007700.28
reg_167	ENSCGOT00000007629.28
reg_167	ENSCGOT00000007760.28
reg_167	ENSCGOT00000007675.28
