Region_ID	Projection_ID
reg_13	ENSCGOT00000040283.782
reg_13	ENSCGOT00000040350.2943
reg_13	ENSCGOT00000040283.2943
reg_13	ENSCGOT00000040147.2943
reg_13	ENSCGOT00000040443.2943
reg_13	ENSCGOT00000040083.2943
reg_13	ENSCGOT00000040448.2943
reg_14	ENSCGOT00000018134.16
reg_14	ENSCGOT00000017725.16
reg_14	ENSCGOT00000017917.16
reg_14	ENSCGOT00000018003.16
reg_14	ENSCGOT00000018007.16
reg_14	ENSCGOT00000017740.16
reg_15	ENSCGOT00000055510.70
reg_15	ENSCGOT00000055504.70
reg_16	ENSCGOT00000060449.16
reg_16	ENSCGOT00000060442.16
reg_16	ENSCGOT00000060438.16
reg_16	ENSCGOT00000060428.16
reg_16	ENSCGOT00000060416.16
reg_16	ENSCGOT00000060450.16
reg_16	ENSCGOT00000060435.16
reg_16	ENSCGOT00000060451.16
reg_16	ENSCGOT00000060422.16
reg_16	ENSCGOT00000060444.16
reg_17	ENSCGOT00000041087.59
reg_17	ENSCGOT00000041082.59
reg_18	ENSCGOT00000024760.137
reg_18	ENSCGOT00000024851.137
reg_18	ENSCGOT00000024781.137
reg_18	ENSCGOT00000024743.137
reg_18	ENSCGOT00000024996.137
reg_18	ENSCGOT00000024870.137
reg_18	ENSCGOT00000024736.137
reg_18	ENSCGOT00000024772.137
reg_18	ENSCGOT00000024833.137
reg_18	ENSCGOT00000025132.137
reg_19	ENSCGOT00000040439.59
reg_19	ENSCGOT00000040386.59
reg_19	ENSCGOT00000040438.59
reg_19	ENSCGOT00000040387.59
reg_20	ENSCGOT00000052370.98839
reg_21	ENSCGOT00000043188.2943
reg_22	ENSCGOT00000018785.16
reg_22	ENSCGOT00000019009.16
reg_22	ENSCGOT00000018838.16
reg_22	ENSCGOT00000019527.16
reg_22	ENSCGOT00000019019.16
reg_22	ENSCGOT00000019487.16
reg_22	ENSCGOT00000019528.16
reg_22	ENSCGOT00000019582.16
reg_22	ENSCGOT00000019531.16
reg_22	ENSCGOT00000018849.16
reg_23	ENSCGOT00000039983.16
reg_23	ENSCGOT00000039950.16
reg_23	ENSCGOT00000039953.16
reg_23	ENSCGOT00000039905.16
reg_23	ENSCGOT00000039946.16
reg_23	ENSCGOT00000039967.16
reg_23	ENSCGOT00000039944.16
reg_24	ENSCGOT00000032928.142
reg_24	ENSCGOT00000032919.142
reg_24	ENSCGOT00000033000.142
reg_24	ENSCGOT00000032867.142
reg_25	ENSCGOT00000012513.16
reg_25	ENSCGOT00000012147.2324
reg_25	ENSCGOT00000012170.2324
reg_25	ENSCGOT00000012586.16
reg_25	ENSCGOT00000012542.16
reg_25	ENSCGOT00000012188.2324
reg_25	ENSCGOT00000012168.2324
reg_25	ENSCGOT00000012533.16
reg_26	ENSCGOT00000058658.16
reg_27	ENSCGOT00000011273.16
reg_27	ENSCGOT00000011378.16
reg_27	ENSCGOT00000011283.16
reg_27	ENSCGOT00000011210.16
reg_27	ENSCGOT00000011407.16
reg_27	ENSCGOT00000011270.16
reg_27	ENSCGOT00000011402.16
reg_27	ENSCGOT00000011413.16
reg_28	ENSCGOT00000053922.4991
reg_28	ENSCGOT00000053906.4991
reg_28	ENSCGOT00000053916.4991
reg_28	ENSCGOT00000053863.4991
reg_28	ENSCGOT00000053896.4991
reg_29	ENSCGOT00000058426.431081
reg_30	ENSCGOT00000053344.691
reg_30	ENSCGOT00000053310.691
reg_30	ENSCGOT00000053319.691
reg_30	ENSCGOT00000053238.691
reg_30	ENSCGOT00000053379.691
reg_30	ENSCGOT00000053265.691
reg_30	ENSCGOT00000053131.691
reg_31	ENSCGOT00000016758.59
reg_31	ENSCGOT00000016838.59
reg_31	ENSCGOT00000016701.59
reg_31	ENSCGOT00000015757.59
reg_31	ENSCGOT00000016612.59
reg_31	ENSCGOT00000016720.59
reg_31	ENSCGOT00000016805.59
reg_31	ENSCGOT00000016715.59
reg_31	ENSCGOT00000015726.59
reg_32	ENSCGOT00000051736.16
reg_32	ENSCGOT00000051813.16
reg_32	ENSCGOT00000051935.16
reg_32	ENSCGOT00000051930.16
reg_32	ENSCGOT00000051877.16
reg_32	ENSCGOT00000051651.16
reg_32	ENSCGOT00000051733.16
reg_33	ENSCGOT00000010570.2943
reg_33	ENSCGOT00000010628.2943
reg_34	ENSCGOT00000017672.16
reg_35	ENSCGOT00000040588.901
reg_35	ENSCGOT00000040604.901
reg_35	ENSCGOT00000040589.901
reg_36	ENSCGOT00000056819.16
reg_36	ENSCGOT00000056833.16
reg_36	ENSCGOT00000056447.16
reg_36	ENSCGOT00000056714.16
reg_36	ENSCGOT00000056656.16
reg_36	ENSCGOT00000056519.16
reg_36	ENSCGOT00000056713.16
reg_36	ENSCGOT00000056726.16
reg_36	ENSCGOT00000056818.16
reg_36	ENSCGOT00000056867.16
reg_37	ENSCGOT00000012347.2324
reg_37	ENSCGOT00000012673.16
reg_37	ENSCGOT00000012407.2324
reg_37	ENSCGOT00000012354.2324
reg_38	ENSCGOT00000046489.16
reg_38	ENSCGOT00000046494.16
reg_38	ENSCGOT00000046507.16
reg_38	ENSCGOT00000046486.16
reg_38	ENSCGOT00000046510.16
reg_38	ENSCGOT00000046496.16
reg_39	ENSCGOT00000058670.16
reg_40	ENSCGOT00000047754.16
reg_40	ENSCGOT00000047757.16
reg_41	ENSCGOT00000014412.27907
reg_41	ENSCGOT00000014182.27907
reg_41	ENSCGOT00000014453.27907
reg_41	ENSCGOT00000014194.27907
reg_41	ENSCGOT00000014375.27907
reg_41	ENSCGOT00000014416.27907
reg_41	ENSCGOT00000014413.27907
reg_42	ENSCGOT00000040604.606
reg_42	ENSCGOT00000040589.606
reg_42	ENSCGOT00000040588.606
reg_43	ENSCGOT00000035462.16
reg_43	ENSCGOT00000035529.16
reg_43	ENSCGOT00000035294.16
reg_43	ENSCGOT00000035539.16
reg_43	ENSCGOT00000035716.16
reg_43	ENSCGOT00000034542.16
reg_43	ENSCGOT00000035561.16
reg_43	ENSCGOT00000035322.16
reg_43	ENSCGOT00000035633.16
reg_44	ENSCGOT00000053004.70
reg_45	ENSCGOT00000055441.439
reg_45	ENSCGOT00000055440.439
reg_45	ENSCGOT00000055443.439
reg_46	ENSCGOT00000057759.16
reg_46	ENSCGOT00000057750.16
reg_46	ENSCGOT00000057839.16
reg_46	ENSCGOT00000057838.16
reg_47	ENSCGOT00000049276.228
reg_48	ENSCGOT00000006030.59
reg_48	ENSCGOT00000006024.59
reg_49	ENSCGOT00000017659.16
reg_49	ENSCGOT00000017072.16
reg_49	ENSCGOT00000017401.16
reg_49	ENSCGOT00000017261.16
reg_49	ENSCGOT00000017507.16
reg_49	ENSCGOT00000017223.16
reg_49	ENSCGOT00000017013.16
reg_49	ENSCGOT00000016949.16
reg_49	ENSCGOT00000017544.16
reg_49	ENSCGOT00000017408.16
reg_50	ENSCGOT00000017335.226721
reg_50	ENSCGOT00000017325.44977
reg_50	ENSCGOT00000017326.44977
reg_51	ENSCGOT00000053704.643
reg_52	ENSCGOT00000057750.2660
reg_52	ENSCGOT00000057838.2660
reg_52	ENSCGOT00000057839.2660
reg_52	ENSCGOT00000057759.2660
reg_53	ENSCGOT00000059901.16
reg_53	ENSCGOT00000059904.16
reg_53	ENSCGOT00000059899.16
reg_53	ENSCGOT00000059891.16
reg_53	ENSCGOT00000059888.16
reg_53	ENSCGOT00000059895.16
reg_53	ENSCGOT00000059902.16
reg_54	ENSCGOT00000037000.59
reg_54	ENSCGOT00000037006.59
reg_54	ENSCGOT00000037046.59
reg_55	ENSCGOT00000057896.16
reg_55	ENSCGOT00000057894.16
reg_55	ENSCGOT00000057876.16
reg_55	ENSCGOT00000057822.16
reg_55	ENSCGOT00000057873.16
reg_55	ENSCGOT00000057824.16
reg_55	ENSCGOT00000057920.16
reg_55	ENSCGOT00000057921.16
reg_56	ENSCGOT00000056378.70
reg_56	ENSCGOT00000056425.70
reg_56	ENSCGOT00000056352.70
reg_56	ENSCGOT00000056399.70
reg_56	ENSCGOT00000056261.70
reg_56	ENSCGOT00000056328.70
reg_56	ENSCGOT00000056274.70
reg_57	ENSCGOT00000037466.59
reg_58	ENSCGOT00000056272.16
reg_58	ENSCGOT00000056503.16
reg_58	ENSCGOT00000056507.16
reg_58	ENSCGOT00000056506.16
reg_58	ENSCGOT00000056547.16
reg_58	ENSCGOT00000056508.16
reg_59	ENSCGOT00000035769.59
reg_59	ENSCGOT00000035255.59
reg_59	ENSCGOT00000035776.59
reg_59	ENSCGOT00000035704.59
reg_59	ENSCGOT00000035275.59
reg_59	ENSCGOT00000035773.59
reg_59	ENSCGOT00000035771.59
reg_59	ENSCGOT00000035658.59
reg_59	ENSCGOT00000035733.59
reg_59	ENSCGOT00000035591.59
reg_60	ENSCGOT00000027115.16
reg_61	ENSCGOT00000020227.16
reg_62	ENSCGOT00000046157.1194
reg_63	ENSCGOT00000047905.16
reg_63	ENSCGOT00000047909.16
reg_64	ENSCGOT00000036753.83
reg_64	ENSCGOT00000036735.83
reg_64	ENSCGOT00000036663.83
reg_65	ENSCGOT00000012038.1940
reg_66	ENSCGOT00000056431.439
reg_67	ENSCGOT00000023828.83
reg_67	ENSCGOT00000023810.83
reg_67	ENSCGOT00000023831.83
reg_68	ENSCGOT00000031710.16
reg_68	ENSCGOT00000031604.16
reg_68	ENSCGOT00000031688.16
reg_68	ENSCGOT00000031681.16
reg_68	ENSCGOT00000031639.16
reg_68	ENSCGOT00000031702.16
reg_69	ENSCGOT00000014146.142
reg_69	ENSCGOT00000014321.142
reg_69	ENSCGOT00000014416.142
reg_69	ENSCGOT00000014375.142
reg_69	ENSCGOT00000014182.142
reg_69	ENSCGOT00000014413.142
reg_69	ENSCGOT00000014453.142
reg_69	ENSCGOT00000014194.142
reg_69	ENSCGOT00000014412.142
reg_70	ENSCGOT00000033477.16
reg_70	ENSCGOT00000033472.16
reg_70	ENSCGOT00000033261.16
reg_70	ENSCGOT00000033441.16
reg_70	ENSCGOT00000033469.16
reg_70	ENSCGOT00000033418.16
reg_70	ENSCGOT00000033313.16
reg_70	ENSCGOT00000033292.16
reg_71	ENSCGOT00000058140.16
reg_71	ENSCGOT00000058150.16
reg_71	ENSCGOT00000058142.16
reg_71	ENSCGOT00000058145.16
reg_71	ENSCGOT00000058131.16
reg_72	ENSCGOT00000031164.4513
reg_72	ENSCGOT00000031165.4513
reg_73	ENSCGOT00000015702.16
reg_73	ENSCGOT00000015645.16
reg_73	ENSCGOT00000015559.16
reg_73	ENSCGOT00000015540.16
reg_73	ENSCGOT00000015502.16
reg_73	ENSCGOT00000015860.16
reg_73	ENSCGOT00000015768.16
reg_74	ENSCGOT00000035807.70
reg_74	ENSCGOT00000035806.70
reg_75	ENSCGOT00000060468.818
reg_75	ENSCGOT00000060467.818
reg_76	ENSCGOT00000014259.2185
reg_76	ENSCGOT00000014261.2185
reg_77	ENSCGOT00000058426.431085
reg_78	ENSCGOT00000058963.70
reg_78	ENSCGOT00000058922.70
reg_78	ENSCGOT00000058907.70
reg_78	ENSCGOT00000058924.70
reg_78	ENSCGOT00000058961.70
reg_78	ENSCGOT00000058950.70
reg_78	ENSCGOT00000058894.70
reg_79	ENSCGOT00000039894.16
reg_79	ENSCGOT00000039888.16
reg_80	ENSCGOT00000036643.111609
reg_80	ENSCGOT00000036638.130479
reg_80	ENSCGOT00000036643.130479
reg_80	ENSCGOT00000036643.147257
reg_80	ENSCGOT00000036638.111609
reg_80	ENSCGOT00000036638.147257
reg_81	ENSCGOT00000014715.16
reg_82	ENSCGOT00000029108.70
reg_82	ENSCGOT00000029167.70
reg_82	ENSCGOT00000029153.70
reg_83	ENSCGOT00000027358.16
reg_83	ENSCGOT00000027407.16
reg_83	ENSCGOT00000027659.16
reg_83	ENSCGOT00000027283.16
reg_83	ENSCGOT00000027340.16
reg_83	ENSCGOT00000027656.16
reg_83	ENSCGOT00000027735.16
reg_83	ENSCGOT00000027280.16
reg_83	ENSCGOT00000027509.16
reg_83	ENSCGOT00000027511.16
reg_84	ENSCGOT00000011943.16
reg_84	ENSCGOT00000011924.16
reg_84	ENSCGOT00000011987.16
reg_84	ENSCGOT00000011945.16
reg_85	ENSCGOT00000055504.439
reg_85	ENSCGOT00000055510.439
reg_86	ENSCGOT00000040645.901
reg_86	ENSCGOT00000040625.901
reg_86	ENSCGOT00000040642.901
reg_87	ENSCGOT00000022110.16
reg_87	ENSCGOT00000021965.16
reg_87	ENSCGOT00000022050.16
reg_87	ENSCGOT00000021749.16
reg_87	ENSCGOT00000045977.5265
reg_87	ENSCGOT00000045975.5265
reg_88	ENSCGOT00000004379.1360229
reg_89	ENSCGOT00000060596.16
reg_89	ENSCGOT00000060594.16
reg_89	ENSCGOT00000060595.16
reg_89	ENSCGOT00000060592.16
reg_89	ENSCGOT00000060593.16
reg_89	ENSCGOT00000060597.16
reg_90	ENSCGOT00000051663.101227
reg_91	ENSCGOT00000024170.137
reg_91	ENSCGOT00000024108.137
reg_91	ENSCGOT00000024049.137
reg_91	ENSCGOT00000024093.137
reg_91	ENSCGOT00000024073.137
reg_92	ENSCGOT00000017147.8879
reg_93	ENSCGOT00000045496.83
reg_93	ENSCGOT00000045491.83
reg_93	ENSCGOT00000045505.83
reg_93	ENSCGOT00000045545.83
reg_94	ENSCGOT00000008104.916
reg_94	ENSCGOT00000008106.916
reg_94	ENSCGOT00000008100.916
reg_95	ENSCGOT00000033488.142
reg_96	ENSCGOT00000060467.16
reg_97	ENSCGOT00000025339.16
reg_97	ENSCGOT00000025188.16
reg_97	ENSCGOT00000025334.16
reg_97	ENSCGOT00000025056.16
reg_97	ENSCGOT00000025152.16
reg_97	ENSCGOT00000024705.16
reg_97	ENSCGOT00000025355.16
reg_98	ENSCGOT00000024182.137
reg_98	ENSCGOT00000024181.137
reg_99	ENSCGOT00000012935.16
reg_100	ENSCGOT00000056399.439
reg_100	ENSCGOT00000056261.439
reg_100	ENSCGOT00000056352.439
reg_100	ENSCGOT00000056274.439
reg_100	ENSCGOT00000056328.439
reg_100	ENSCGOT00000056425.439
reg_100	ENSCGOT00000056378.439
reg_101	ENSCGOT00000058263.70
reg_101	ENSCGOT00000058353.70
reg_101	ENSCGOT00000058634.3968
reg_101	ENSCGOT00000058274.70
reg_101	ENSCGOT00000058351.70
reg_101	ENSCGOT00000058598.3968
reg_101	ENSCGOT00000058647.3968
reg_101	ENSCGOT00000058537.3968
reg_102	ENSCGOT00000036771.83
reg_103	ENSCGOT00000037581.1589671
reg_103	ENSCGOT00000039974.1462433
reg_103	ENSCGOT00000049892.2347450
reg_104	ENSCGOT00000016571.142
reg_105	ENSCGOT00000041196.59
reg_105	ENSCGOT00000041181.59
reg_106	ENSCGOT00000053593.691
reg_106	ENSCGOT00000053618.691
reg_106	ENSCGOT00000053604.691
reg_107	ENSCGOT00000031751.142
reg_107	ENSCGOT00000031052.142
reg_107	ENSCGOT00000031043.142
reg_107	ENSCGOT00000031333.142
reg_107	ENSCGOT00000031703.142
reg_107	ENSCGOT00000031066.142
reg_107	ENSCGOT00000031552.142
reg_107	ENSCGOT00000031508.142
reg_107	ENSCGOT00000031063.142
reg_107	ENSCGOT00000031057.142
reg_108	ENSCGOT00000008109.916
reg_109	ENSCGOT00000013136.16
reg_109	ENSCGOT00000013142.16
reg_110	ENSCGOT00000027421.608
reg_111	ENSCGOT00000028051.16
reg_111	ENSCGOT00000028047.16
reg_111	ENSCGOT00000028084.16
reg_112	ENSCGOT00000036709.1912612
reg_113	ENSCGOT00000031133.723
reg_113	ENSCGOT00000031135.723
reg_114	ENSCGOT00000058098.16
reg_114	ENSCGOT00000058116.16
reg_114	ENSCGOT00000058090.16
reg_115	ENSCGOT00000057926.16
reg_115	ENSCGOT00000057928.16
reg_116	ENSCGOT00000005520.694033
reg_116	ENSCGOT00000005512.694033
reg_117	ENSCGOT00000040517.901
reg_117	ENSCGOT00000040374.901
reg_117	ENSCGOT00000040336.901
reg_118	ENSCGOT00000032452.16
reg_118	ENSCGOT00000032433.16
reg_118	ENSCGOT00000032439.16
reg_118	ENSCGOT00000032435.16
reg_119	ENSCGOT00000034059.142
reg_119	ENSCGOT00000034069.142
reg_119	ENSCGOT00000034056.142
reg_119	ENSCGOT00000016852.920149
reg_120	ENSCGOT00000047451.16
reg_121	ENSCGOT00000049509.228
reg_122	ENSCGOT00000016874.59
reg_123	ENSCGOT00000005520.684682
reg_123	ENSCGOT00000005512.684682
reg_124	ENSCGOT00000017662.16
reg_125	ENSCGOT00000031164.16
reg_125	ENSCGOT00000031165.16
reg_126	ENSCGOT00000046169.1194
reg_127	ENSCGOT00000057376.16
reg_128	ENSCGOT00000026480.137
reg_128	ENSCGOT00000026627.137
reg_128	ENSCGOT00000026453.137
reg_128	ENSCGOT00000026365.137
reg_128	ENSCGOT00000026373.137
reg_128	ENSCGOT00000026602.137
reg_128	ENSCGOT00000026546.137
reg_128	ENSCGOT00000026646.137
reg_129	ENSCGOT00000052252.124067
reg_129	ENSCGOT00000052256.161621
reg_129	ENSCGOT00000052256.355350
reg_129	ENSCGOT00000052256.800214
reg_129	ENSCGOT00000052252.161621
reg_129	ENSCGOT00000052252.355350
reg_130	ENSCGOT00000032005.16
reg_130	ENSCGOT00000031967.16
reg_130	ENSCGOT00000031983.16
reg_130	ENSCGOT00000031742.16
reg_130	ENSCGOT00000032024.16
reg_130	ENSCGOT00000032068.16
reg_130	ENSCGOT00000031952.16
reg_131	ENSCGOT00000014241.16
reg_132	ENSCGOT00000033686.992094
reg_133	ENSCGOT00000012480.16
reg_133	ENSCGOT00000012464.16
reg_133	ENSCGOT00000012116.2324
reg_133	ENSCGOT00000012107.2324
reg_134	ENSCGOT00000042497.606
reg_134	ENSCGOT00000042468.606
reg_134	ENSCGOT00000042452.606
reg_134	ENSCGOT00000042347.606
reg_134	ENSCGOT00000042388.606
reg_134	ENSCGOT00000042333.606
reg_134	ENSCGOT00000042470.606
reg_134	ENSCGOT00000042345.606
reg_135	ENSCGOT00000042522.16
reg_135	ENSCGOT00000042463.16
reg_135	ENSCGOT00000042524.16
reg_135	ENSCGOT00000042352.16
reg_136	ENSCGOT00000050756.70
reg_136	ENSCGOT00000050762.70
reg_136	ENSCGOT00000050753.70
reg_137	ENSCGOT00000058538.16
reg_137	ENSCGOT00000058540.16
reg_137	ENSCGOT00000058543.16
reg_137	ENSCGOT00000058545.16
reg_138	ENSCGOT00000058134.16
reg_139	ENSCGOT00000041842.228
reg_139	ENSCGOT00000041906.228
reg_139	ENSCGOT00000041847.228
reg_139	ENSCGOT00000041908.228
reg_140	ENSCGOT00000012928.16
reg_141	ENSCGOT00000031094.16
reg_141	ENSCGOT00000031099.16
reg_141	ENSCGOT00000031103.16
reg_141	ENSCGOT00000031061.16
reg_142	ENSCGOT00000040010.16
reg_142	ENSCGOT00000040006.16
reg_143	ENSCGOT00000043929.228
reg_143	ENSCGOT00000043922.228
reg_144	ENSCGOT00000053010.70
reg_145	ENSCGOT00000016567.142
reg_145	ENSCGOT00000016550.142
reg_145	ENSCGOT00000016549.142
reg_146	ENSCGOT00000031952.6133
reg_146	ENSCGOT00000031742.6133
reg_146	ENSCGOT00000031967.6133
reg_146	ENSCGOT00000032068.6133
reg_146	ENSCGOT00000031983.6133
reg_146	ENSCGOT00000032005.6133
reg_146	ENSCGOT00000032024.6133
reg_147	ENSCGOT00000040336.606
reg_147	ENSCGOT00000040517.606
reg_147	ENSCGOT00000040374.606
reg_148	ENSCGOT00000037392.59
reg_148	ENSCGOT00000037461.59
reg_148	ENSCGOT00000037246.59
reg_148	ENSCGOT00000037316.59
reg_148	ENSCGOT00000037427.59
reg_148	ENSCGOT00000037270.59
reg_148	ENSCGOT00000037248.59
reg_149	ENSCGOT00000040524.901
reg_150	ENSCGOT00000025170.137
reg_151	ENSCGOT00000047742.16
reg_152	ENSCGOT00000020218.16
reg_153	ENSCGOT00000032177.70
reg_154	ENSCGOT00000060454.16
reg_154	ENSCGOT00000060453.16
reg_155	ENSCGOT00000011585.16
reg_155	ENSCGOT00000011595.16
reg_155	ENSCGOT00000011562.16
reg_155	ENSCGOT00000011572.16
reg_156	ENSCGOT00000033779.547
reg_157	ENSCGOT00000007672.16
reg_157	ENSCGOT00000007860.16
reg_157	ENSCGOT00000007923.16
reg_157	ENSCGOT00000007739.16
reg_157	ENSCGOT00000007649.16
reg_158	ENSCGOT00000040321.59
reg_158	ENSCGOT00000040337.59
reg_158	ENSCGOT00000040275.59
reg_158	ENSCGOT00000040278.59
reg_158	ENSCGOT00000040323.59
reg_158	ENSCGOT00000040325.59
reg_159	ENSCGOT00000038847.83
reg_159	ENSCGOT00000038800.83
reg_159	ENSCGOT00000038834.83
reg_159	ENSCGOT00000038773.83
reg_159	ENSCGOT00000038524.83
reg_159	ENSCGOT00000038655.83
reg_159	ENSCGOT00000038796.83
reg_159	ENSCGOT00000038540.83
reg_160	ENSCGOT00000047060.16
reg_160	ENSCGOT00000047053.16
reg_160	ENSCGOT00000047058.16
reg_160	ENSCGOT00000047054.16
reg_161	ENSCGOT00000037845.59
reg_161	ENSCGOT00000037838.59
reg_161	ENSCGOT00000037562.59
reg_161	ENSCGOT00000037847.59
reg_161	ENSCGOT00000037833.59
reg_162	ENSCGOT00000019203.1901
reg_162	ENSCGOT00000019213.1901
reg_163	ENSCGOT00000022267.83
reg_163	ENSCGOT00000022252.83
reg_163	ENSCGOT00000022276.83
reg_164	ENSCGOT00000017335.2032
reg_165	ENSCGOT00000033686.70
reg_166	ENSCGOT00000048598.1523
reg_167	ENSCGOT00000033681.70
reg_167	ENSCGOT00000033665.70
reg_167	ENSCGOT00000033682.70
reg_167	ENSCGOT00000033675.70
reg_168	ENSCGOT00000047178.750
reg_168	ENSCGOT00000047180.750
reg_169	ENSCGOT00000013378.32064
reg_170	ENSCGOT00000046235.1194
reg_170	ENSCGOT00000015878.16
reg_171	ENSCGOT00000047916.16
reg_172	ENSCGOT00000043975.750
reg_172	ENSCGOT00000043989.750
reg_172	ENSCGOT00000043980.750
reg_173	ENSCGOT00000009980.2943
reg_173	ENSCGOT00000009966.2943
reg_174	ENSCGOT00000037724.3465
reg_174	ENSCGOT00000037683.2960
reg_175	ENSCGOT00000040524.606
reg_176	ENSCGOT00000010636.142
reg_177	ENSCGOT00000009497.16
reg_177	ENSCGOT00000009791.16
reg_177	ENSCGOT00000010012.16
reg_177	ENSCGOT00000009827.16
reg_177	ENSCGOT00000009568.16
reg_177	ENSCGOT00000010092.16
reg_177	ENSCGOT00000009762.16
reg_178	ENSCGOT00000049492.228
reg_178	ENSCGOT00000049472.228
reg_178	ENSCGOT00000049491.228
reg_179	ENSCGOT00000053010.2933
reg_180	ENSCGOT00000030038.16
reg_180	ENSCGOT00000030035.16
reg_180	ENSCGOT00000030046.16
reg_180	ENSCGOT00000030047.16
reg_181	ENSCGOT00000035345.142
reg_181	ENSCGOT00000035313.142
reg_181	ENSCGOT00000035233.142
reg_181	ENSCGOT00000035351.142
reg_181	ENSCGOT00000035333.142
reg_182	ENSCGOT00000043904.228
reg_183	ENSCGOT00000010011.3101
reg_184	ENSCGOT00000059774.16
reg_185	ENSCGOT00000030002.137
reg_186	ENSCGOT00000017197.2796
reg_187	ENSCGOT00000003011.175594
reg_187	ENSCGOT00000003014.175594
reg_187	ENSCGOT00000002993.175594
reg_188	ENSCGOT00000044826.2943
reg_188	ENSCGOT00000044731.2943
reg_188	ENSCGOT00000044462.2943
reg_188	ENSCGOT00000044536.2943
reg_188	ENSCGOT00000044837.2943
reg_188	ENSCGOT00000044866.2943
reg_188	ENSCGOT00000044774.2943
reg_189	ENSCGOT00000030284.137
reg_190	ENSCGOT00000058269.16
reg_190	ENSCGOT00000058286.16
reg_190	ENSCGOT00000058271.16
reg_190	ENSCGOT00000058273.16
reg_190	ENSCGOT00000058285.16
reg_191	ENSCGOT00000008948.142
reg_191	ENSCGOT00000008965.142
reg_192	ENSCGOT00000035763.70
reg_192	ENSCGOT00000035755.70
reg_193	ENSCGOT00000032488.16
reg_194	ENSCGOT00000039974.2350327
reg_194	ENSCGOT00000037581.2693868
reg_194	ENSCGOT00000001740.3738176
reg_194	ENSCGOT00000015607.3404056
reg_195	ENSCGOT00000018151.1128
reg_195	ENSCGOT00000018184.1128
reg_195	ENSCGOT00000018166.1128
reg_196	ENSCGOT00000049281.228
reg_196	ENSCGOT00000049283.228
reg_197	ENSCGOT00000017325.231115
reg_197	ENSCGOT00000017264.7042
reg_197	ENSCGOT00000017326.231115
reg_198	ENSCGOT00000039688.1308
reg_198	ENSCGOT00000039350.1308
reg_198	ENSCGOT00000039826.1308
reg_199	ENSCGOT00000008887.142
reg_199	ENSCGOT00000008885.142
reg_200	ENSCGOT00000030011.137
reg_201	ENSCGOT00000053675.691
reg_201	ENSCGOT00000053684.691
reg_202	ENSCGOT00000008112.916
reg_203	ENSCGOT00000058529.16
reg_203	ENSCGOT00000058530.16
