# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
101634at7898	Complete	CM081454.1_RagTag	41064228	41071075	+	895	175	https://v10-1.orthodb.org/?query=101634at7898	HCLS1-associated protein X-1
101639at7898	Complete	CM081456.1_RagTag	5050271	5074604	+	1050	261	https://v10-1.orthodb.org/?query=101639at7898	uncharacterized protein C1orf198 homolog
101648at7898	Complete	CM081435.1_RagTag	155533928	155554778	-	1190	288	https://v10-1.orthodb.org/?query=101648at7898	Mitochondrial ribosomal protein L39
101684at7898	Duplicated	CM081437.1_RagTag	74620251	74637304	+	1117	214	https://v10-1.orthodb.org/?query=101684at7898	tRNA (guanine-N(7)-)-methyltransferase
101684at7898	Duplicated	CM081445.1_RagTag	4207617	4208330	+	1062	214	https://v10-1.orthodb.org/?query=101684at7898	tRNA (guanine-N(7)-)-methyltransferase
101710at7898	Complete	CM081449.1_RagTag	8527223	8536210	+	1208	230	https://v10-1.orthodb.org/?query=101710at7898	metaxin-2
101724at7898	Complete	CM081452.1_RagTag	20395272	20396049	-	1147	242	https://v10-1.orthodb.org/?query=101724at7898	Fatty acid hydroxylase
101741at7898	Duplicated	ptg004505l_RagTag	127557	129596	+	1140	255	https://v10-1.orthodb.org/?query=101741at7898	Homeobox domain
101741at7898	Duplicated	CM081446.1_RagTag	40674398	40676435	+	1121	255	https://v10-1.orthodb.org/?query=101741at7898	Homeobox domain
101781at7898	Complete	CM081437.1_RagTag	17066603	17074969	+	1144	180	https://v10-1.orthodb.org/?query=101781at7898	Eukaryotic translation initiation factor 6
101819at7898	Duplicated	ptg001634l_RagTag	172491	186651	-	904	221	https://v10-1.orthodb.org/?query=101819at7898	Signal recognition particle receptor, beta subunit
101819at7898	Duplicated	CM081439.1_RagTag	91204774	91218933	+	904	221	https://v10-1.orthodb.org/?query=101819at7898	Signal recognition particle receptor, beta subunit
101853at7898	Complete	CM081446.1_RagTag	51192872	51199335	-	1364	312	https://v10-1.orthodb.org/?query=101853at7898	SAM-dependent methyltransferase TRM5/TYW2-type
101900at7898	Complete	CM081451.1_RagTag	29705073	29728141	-	1281	400	https://v10-1.orthodb.org/?query=101900at7898	Protein of unknown function DUF4594
101957at7898	Complete	CM081447.1_RagTag	1057064	1079989	-	930	206	https://v10-1.orthodb.org/?query=101957at7898	Proteasome assembly chaperone 1
102009at7898	Duplicated	CM081442.1_RagTag	60581723	60605794	-	1551	361	https://v10-1.orthodb.org/?query=102009at7898	protein SAAL1
102009at7898	Duplicated	ptg002864l_RagTag	111439	135853	-	1544	361	https://v10-1.orthodb.org/?query=102009at7898	protein SAAL1
10205at7898	Complete	CM081441.1_RagTag	17020301	17088975	-	5645	1037	https://v10-1.orthodb.org/?query=10205at7898	Transcription initiation factor TFIID subunit 2
102063at7898	Complete	CM081445.1_RagTag	110728551	110738982	+	907	228	https://v10-1.orthodb.org/?query=102063at7898	Centromere protein Cenp-K
102089at7898	Complete	CM081439.1_RagTag	77249474	77251940	+	1490	210	https://v10-1.orthodb.org/?query=102089at7898	Paired-like homeobox 2a
102113at7898	Complete	CM081442.1_RagTag	41574436	41606060	-	1183	267	https://v10-1.orthodb.org/?query=102113at7898	Ribosomal protein S24/S35, mitochondrial, conserved domain
102149at7898	Duplicated	CM081445.1_RagTag	61648883	61676848	-	855	226	https://v10-1.orthodb.org/?query=102149at7898	Non-structural maintenance of chromosomes element 1
102149at7898	Duplicated	CM081445.1_RagTag	61774214	61808098	-	855	226	https://v10-1.orthodb.org/?query=102149at7898	Non-structural maintenance of chromosomes element 1
102160at7898	Complete	CM081450.1_RagTag	61955886	61964598	+	1378	254	https://v10-1.orthodb.org/?query=102160at7898	Ribosomal protein S5, C-terminal
102171at7898	Complete	CM081451.1_RagTag	55274016	55385658	-	1075	239	https://v10-1.orthodb.org/?query=102171at7898	uncharacterized protein C15orf41 homolog
102175at7898	Complete	CM081457.1_RagTag	8073430	8166990	+	649	213	https://v10-1.orthodb.org/?query=102175at7898	Peroxisome assembly protein 26
102227at7898	Complete	JAUHVI010000028.1_RagTag	689231	807600	+	862	207	https://v10-1.orthodb.org/?query=102227at7898	L-xylulose reductase
102273at7898	Complete	CM081439.1_RagTag	77442465	77449070	-	1246	229	https://v10-1.orthodb.org/?query=102273at7898	transmembrane O-methyltransferase
102330at7898	Complete	CM081438.1_RagTag	52235746	52361548	+	796	190	https://v10-1.orthodb.org/?query=102330at7898	SH2 domain
102341at7898	Duplicated	CM081438.1_RagTag	76476747	76495260	-	1628	422	https://v10-1.orthodb.org/?query=102341at7898	Coiled-coil domain containing 112
102341at7898	Duplicated	CM081438.1_RagTag	77042727	77060831	-	1628	422	https://v10-1.orthodb.org/?query=102341at7898	Coiled-coil domain containing 112
102349at7898	Complete	CM081440.1_RagTag	93034389	93069250	+	2921	608	https://v10-1.orthodb.org/?query=102349at7898	Collagen triple helix repeat
102373at7898	Complete	CM081436.1_RagTag	79493059	79509379	+	660	178	https://v10-1.orthodb.org/?query=102373at7898	Ribonuclease T2-like
102375at7898	Complete	CM081436.1_RagTag	134539336	134564660	+	1055	220	https://v10-1.orthodb.org/?query=102375at7898	NADH:ubiquinone oxidoreductase, 30kDa subunit
102378at7898	Duplicated	CM081452.1_RagTag	53033136	53033931	-	544	202	https://v10-1.orthodb.org/?query=102378at7898	RING finger protein 208
102378at7898	Duplicated	CM081452.1_RagTag	53262323	53263118	-	544	202	https://v10-1.orthodb.org/?query=102378at7898	RING finger protein 208
102409at7898	Complete	CM081441.1_RagTag	5938795	5973650	+	1378	252	https://v10-1.orthodb.org/?query=102409at7898	Fibrillarin
10242at7898	Duplicated	CM081451.1_RagTag	21748665	21854080	+	2108	598	https://v10-1.orthodb.org/?query=10242at7898	Protein TALPID3
10242at7898	Duplicated	CM081451.1_RagTag	21951996	22039430	+	2006	554	https://v10-1.orthodb.org/?query=10242at7898	Protein TALPID3
102483at7898	Complete	CM081455.1_RagTag	62717983	62720950	-	1147	218	https://v10-1.orthodb.org/?query=102483at7898	Cytosolic Fe-S cluster assembly factor nubp2
10259at7898	Duplicated	CM081454.1_RagTag	50302938	50315355	+	5866	714	https://v10-1.orthodb.org/?query=10259at7898	AT-hook DNA-binding motif-containing protein 1
10259at7898	Duplicated	CM081454.1_RagTag	50165827	50178330	+	5865	714	https://v10-1.orthodb.org/?query=10259at7898	AT-hook DNA-binding motif-containing protein 1
102665at7898	Complete	CM081450.1_RagTag	7339894	7374207	-	971	332	https://v10-1.orthodb.org/?query=102665at7898	Cavin family
102683at7898	Complete	CM081449.1_RagTag	27221453	27232489	-	828	191	https://v10-1.orthodb.org/?query=102683at7898	Methyltransferase domain
102726at7898	Duplicated	ptg003004l_RagTag	91391	98609	-	958	244	https://v10-1.orthodb.org/?query=102726at7898	Major intrinsic protein
102726at7898	Duplicated	CM081440.1_RagTag	93521136	93528164	-	958	244	https://v10-1.orthodb.org/?query=102726at7898	Major intrinsic protein
102792at7898	Complete	CM081435.1_RagTag	22363929	22371484	+	978	197	https://v10-1.orthodb.org/?query=102792at7898	Alpha/beta hydrolase fold-1
102815at7898	Complete	CM081444.1_RagTag	101012545	101018819	+	861	180	https://v10-1.orthodb.org/?query=102815at7898	Exoribonuclease, phosphorolytic domain 1
102845at7898	Complete	CM081452.1_RagTag	16857686	16868803	-	1151	226	https://v10-1.orthodb.org/?query=102845at7898	Enolase-phosphatase E1
102866at7898	Complete	CM081441.1_RagTag	53057707	53115935	+	1044	230	https://v10-1.orthodb.org/?query=102866at7898	R-spondin-1
102919at7898	Duplicated	CM081437.1_RagTag	51797178	51800997	-	967	264	https://v10-1.orthodb.org/?query=102919at7898	hemK methyltransferase family member 1
102919at7898	Duplicated	CM081437.1_RagTag	51992984	51996804	-	967	264	https://v10-1.orthodb.org/?query=102919at7898	hemK methyltransferase family member 1
102955at7898	Complete	CM081443.1_RagTag	6059034	6083755	-	751	192	https://v10-1.orthodb.org/?query=102955at7898	Ribosomal protein L47, mitochondrial
102960at7898	Complete	CM081438.1_RagTag	55822209	55823028	-	862	204	https://v10-1.orthodb.org/?query=102960at7898	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
102999at7898	Duplicated	CM081444.1_RagTag	82920118	82920979	-	1089	208	https://v10-1.orthodb.org/?query=102999at7898	CCAAT/enhancer-binding protein delta
102999at7898	Duplicated	ptg002656l_RagTag	173734	174595	+	1086	208	https://v10-1.orthodb.org/?query=102999at7898	CCAAT/enhancer-binding protein delta
103017at7898	Complete	CM081435.1_RagTag	156566707	156572381	+	1640	272	https://v10-1.orthodb.org/?query=103017at7898	Cyclin Pas1/PHO80 domain containing 1
103032at7898	Duplicated	CM081448.1_RagTag	84132834	84149237	-	1078	200	https://v10-1.orthodb.org/?query=103032at7898	Small GTPase
103032at7898	Duplicated	CM081448.1_RagTag	83958676	83971008	-	1078	200	https://v10-1.orthodb.org/?query=103032at7898	Small GTPase
103041at7898	Duplicated	ptg003136l_RagTag	380703	390011	+	1213	235	https://v10-1.orthodb.org/?query=103041at7898	Proteasome subunit alpha type
103041at7898	Duplicated	CM081437.1_RagTag	80147155	80156477	-	1213	235	https://v10-1.orthodb.org/?query=103041at7898	Proteasome subunit alpha type
103063at7898	Complete	CM081440.1_RagTag	75063280	75069205	-	624	158	https://v10-1.orthodb.org/?query=103063at7898	Ets domain
103098at7898	Complete	CM081439.1_RagTag	90711232	90727005	-	1353	241	https://v10-1.orthodb.org/?query=103098at7898	probable 18S rRNA (guanine-N(7))-methyltransferase
103132at7898	Complete	CM081444.1_RagTag	45485830	45491055	+	1166	238	https://v10-1.orthodb.org/?query=103132at7898	HORMA domain
103192at7898	Complete	CM081454.1_RagTag	47218353	47220635	+	1137	198	https://v10-1.orthodb.org/?query=103192at7898	GATA zinc finger domain-containing protein 1
103263at7898	Duplicated	CM081450.1_RagTag	36795466	36805736	-	1051	252	https://v10-1.orthodb.org/?query=103263at7898	coilin
103263at7898	Duplicated	CM081450.1_RagTag	37223888	37235673	-	1050	252	https://v10-1.orthodb.org/?query=103263at7898	coilin
103286at7898	Duplicated	CM081436.1_RagTag	67341704	67350543	+	967	190	https://v10-1.orthodb.org/?query=103286at7898	Proteasome subunit beta type
103286at7898	Duplicated	CM081436.1_RagTag	67276624	67282088	+	967	190	https://v10-1.orthodb.org/?query=103286at7898	Proteasome subunit beta type
103287at7898	Complete	CM081437.1_RagTag	23738499	23811931	-	1277	220	https://v10-1.orthodb.org/?query=103287at7898	regulating synaptic membrane exocytosis protein 4
103297at7898	Complete	CM081441.1_RagTag	110298290	110299131	+	707	207	https://v10-1.orthodb.org/?query=103297at7898	Nuclear hormone receptor, ligand-binding domain
103317at7898	Duplicated	CM081454.1_RagTag	33234385	33245698	+	1131	226	https://v10-1.orthodb.org/?query=103317at7898	Thioesterase
103317at7898	Duplicated	CM081454.1_RagTag	33059542	33068299	+	1129	226	https://v10-1.orthodb.org/?query=103317at7898	Thioesterase
103338at7898	Complete	CM081437.1_RagTag	59409294	59416512	-	1067	229	https://v10-1.orthodb.org/?query=103338at7898	Abhydrolase domain containing 14A
103348at7898	Duplicated	ptg004467l_RagTag	3708	6092	+	1099	216	https://v10-1.orthodb.org/?query=103348at7898	Short-chain dehydrogenase/reductase SDR
103348at7898	Duplicated	CM081453.1_RagTag	98331317	98333631	-	1090	216	https://v10-1.orthodb.org/?query=103348at7898	Short-chain dehydrogenase/reductase SDR
103362at7898	Complete	CM081455.1_RagTag	38845286	38855537	+	1247	236	https://v10-1.orthodb.org/?query=103362at7898	BCP1 family
103364at7898	Duplicated	CM081439.1_RagTag	27827576	27834479	+	1366	226	https://v10-1.orthodb.org/?query=103364at7898	Homeobox domain
103364at7898	Duplicated	ptg001683l_RagTag	5341	12390	+	1358	226	https://v10-1.orthodb.org/?query=103364at7898	Homeobox domain
103398at7898	Complete	CM081448.1_RagTag	38288558	38293370	-	1093	232	https://v10-1.orthodb.org/?query=103398at7898	Excision repair cross-complementation group 1
103414at7898	Complete	CM081443.1_RagTag	40086191	40107314	+	1630	292	https://v10-1.orthodb.org/?query=103414at7898	Somatomedin B domain
103473at7898	Complete	CM081443.1_RagTag	115337448	115369657	+	1127	225	https://v10-1.orthodb.org/?query=103473at7898	Mediator of RNA polymerase II transcription subunit 8
103509at7898	Complete	CM081439.1_RagTag	19640449	19649319	+	1353	315	https://v10-1.orthodb.org/?query=103509at7898	Basic-leucine zipper domain
103547at7898	Complete	CM081436.1_RagTag	48507701	48508358	+	662	191	https://v10-1.orthodb.org/?query=103547at7898	GDNF/GAS1
103569at7898	Complete	CM081454.1_RagTag	63954030	63966226	-	1166	242	https://v10-1.orthodb.org/?query=103569at7898	3-oxo-5-alpha-steroid 4-dehydrogenase 1
103581at7898	Complete	CM081453.1_RagTag	71854939	71857159	-	705	195	https://v10-1.orthodb.org/?query=103581at7898	Myb/SANT-like DNA-binding domain containing 1
103587at7898	Duplicated	CM081435.1_RagTag	66638110	66650464	-	1048	224	https://v10-1.orthodb.org/?query=103587at7898	Isopentenyl-diphosphate delta isomerase 1
103587at7898	Duplicated	CM081435.1_RagTag	66749521	66760151	-	1041	224	https://v10-1.orthodb.org/?query=103587at7898	Isopentenyl-diphosphate delta isomerase 1
103588at7898	Complete	CM081447.1_RagTag	7990058	8017317	+	793	216	https://v10-1.orthodb.org/?query=103588at7898	Phosphatidylinositol glycan anchor biosynthesis, class L
103600at7898	Complete	CM081437.1_RagTag	82288566	82336280	-	869	244	https://v10-1.orthodb.org/?query=103600at7898	tRNA pseudouridine synthase
103607at7898	Complete	CM081438.1_RagTag	58711941	58720409	-	1101	248	https://v10-1.orthodb.org/?query=103607at7898	Limb expression 1
103648at7898	Complete	CM081446.1_RagTag	51809444	51814974	+	1892	352	https://v10-1.orthodb.org/?query=103648at7898	UPF3 domain
103675at7898	Complete	CM081449.1_RagTag	59737836	59740770	-	736	186	https://v10-1.orthodb.org/?query=103675at7898	BCL2 associated athanogene 2
103687at7898	Complete	CM081442.1_RagTag	66638897	66644335	+	1038	223	https://v10-1.orthodb.org/?query=103687at7898	Leucine rich repeat 4
103734at7898	Complete	CM081456.1_RagTag	31844616	31849755	+	959	182	https://v10-1.orthodb.org/?query=103734at7898	Superoxide dismutase
103779at7898	Complete	CM081455.1_RagTag	51766729	51772922	-	729	203	https://v10-1.orthodb.org/?query=103779at7898	Mitochondrial ribosomal protein L10
103793at7898	Complete	CM081442.1_RagTag	18802828	18851022	+	1041	231	https://v10-1.orthodb.org/?query=103793at7898	alpha-ketoglutarate-dependent dioxygenase alkB homolog 3
103806at7898	Complete	CM081443.1_RagTag	87833830	87835338	-	1290	243	https://v10-1.orthodb.org/?query=103806at7898	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C
103810at7898	Complete	CM081447.1_RagTag	78699620	78713002	+	987	252	https://v10-1.orthodb.org/?query=103810at7898	Immunoglobulin
103865at7898	Complete	CM081435.1_RagTag	148660061	148666929	-	1048	204	https://v10-1.orthodb.org/?query=103865at7898	RNA transcription, translation and transport factor protein
103926at7898	Duplicated	CM081454.1_RagTag	34381683	34382787	-	667	284	https://v10-1.orthodb.org/?query=103926at7898	Protein of unknown function DUF4653
103926at7898	Duplicated	ptg004643l_RagTag	30812	31916	-	663	284	https://v10-1.orthodb.org/?query=103926at7898	Protein of unknown function DUF4653
103973at7898	Complete	CM081437.1_RagTag	58477813	58479743	+	964	213	https://v10-1.orthodb.org/?query=103973at7898	Haloacid dehalogenase-like hydrolase domain containing 3
103999at7898	Complete	CM081439.1_RagTag	105784910	105794476	+	551	166	https://v10-1.orthodb.org/?query=103999at7898	SEA domain
104103at7898	Complete	CM081450.1_RagTag	8509789	8520554	-	1131	197	https://v10-1.orthodb.org/?query=104103at7898	Myc-type, basic helix-loop-helix (bHLH) domain
104115at7898	Complete	CM081440.1_RagTag	43498291	43512925	-	1102	206	https://v10-1.orthodb.org/?query=104115at7898	MAGE homology domain
104158at7898	Complete	CM081438.1_RagTag	69145534	69152467	+	646	175	https://v10-1.orthodb.org/?query=104158at7898	selenoprotein P
104187at7898	Complete	CM081441.1_RagTag	77662191	77667949	-	591	171	https://v10-1.orthodb.org/?query=104187at7898	LysM domain
104188at7898	Complete	CM081436.1_RagTag	145391861	145401118	-	939	212	https://v10-1.orthodb.org/?query=104188at7898	NAD(P)-binding domain
10419at7898	Fragmented	CM081437.1_RagTag	58624373	58637800	+	1177	397	https://v10-1.orthodb.org/?query=10419at7898	protein SFI1 homolog isoform X1
104214at7898	Duplicated	ptg004692l_RagTag	18124	32816	-	1041	192	https://v10-1.orthodb.org/?query=104214at7898	Tetraspanin
104214at7898	Duplicated	CM081446.1_RagTag	51111761	51129050	-	1039	192	https://v10-1.orthodb.org/?query=104214at7898	Tetraspanin
10421at7898	Duplicated	CM081442.1_RagTag	85877372	85896924	-	4679	1018	https://v10-1.orthodb.org/?query=10421at7898	DNA mitochondrial polymerase, exonuclease domain
10421at7898	Duplicated	CM081442.1_RagTag	85514198	85534318	-	4678	1018	https://v10-1.orthodb.org/?query=10421at7898	DNA mitochondrial polymerase, exonuclease domain
104246at7898	Complete	CM081456.1_RagTag	52266060	52278307	+	740	175	https://v10-1.orthodb.org/?query=104246at7898	Tumour protein D52
104273at7898	Complete	CM081450.1_RagTag	35032889	35034997	+	440	215	https://v10-1.orthodb.org/?query=104273at7898	ATPase SWSAP1
104305at7898	Complete	CM081457.1_RagTag	12422972	12424172	+	1408	322	https://v10-1.orthodb.org/?query=104305at7898	phosphorylated adapter RNA export protein
104332at7898	Complete	ptg000688l_RagTag	74976	75928	+	798	188	https://v10-1.orthodb.org/?query=104332at7898	Cytochrome b5-like heme/steroid binding domain
104342at7898	Duplicated	CM081448.1_RagTag	41533355	41599570	+	1165	170	https://v10-1.orthodb.org/?query=104342at7898	von Willebrand factor C domain containing protein 2-like
104342at7898	Duplicated	ptg001087l_RagTag	254533	322700	-	1165	170	https://v10-1.orthodb.org/?query=104342at7898	von Willebrand factor C domain containing protein 2-like
104401at7898	Complete	CM081443.1_RagTag	102274881	102284938	-	971	266	https://v10-1.orthodb.org/?query=104401at7898	Magnesium transporter NIPA
104416at7898	Complete	CM081435.1_RagTag	117913320	117962001	+	994	285	https://v10-1.orthodb.org/?query=104416at7898	NAD(P)-binding domain
104419at7898	Duplicated	ptg003625l_RagTag	339257	346303	+	1110	330	https://v10-1.orthodb.org/?query=104419at7898	WD40 repeat
104419at7898	Duplicated	CM081438.1_RagTag	107256334	107263443	+	1109	330	https://v10-1.orthodb.org/?query=104419at7898	WD40 repeat
104439at7898	Complete	CM081456.1_RagTag	5225390	5237956	+	865	196	https://v10-1.orthodb.org/?query=104439at7898	Arv1 protein
104453at7898	Duplicated	CM081441.1_RagTag	17718842	17719564	-	1063	208	https://v10-1.orthodb.org/?query=104453at7898	Pleckstrin homology domain
104453at7898	Duplicated	CM081441.1_RagTag	17944161	17944883	-	1063	208	https://v10-1.orthodb.org/?query=104453at7898	Pleckstrin homology domain
104487at7898	Complete	CM081442.1_RagTag	105444103	105468050	+	1264	211	https://v10-1.orthodb.org/?query=104487at7898	Tetraspanin
104574at7898	Duplicated	ptg001846l_RagTag	78125	105223	-	706	166	https://v10-1.orthodb.org/?query=104574at7898	glutaredoxin domain-containing cysteine-rich protein 2
