# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
101344at7898	Duplicated	NC_047112_RagTag	43225391	43234179	+	1044	214	https://v10-1.orthodb.org/?query=101344at7898	Vesicle transport protein, Use1
101344at7898	Duplicated	NC_047112_RagTag	45662667	45670737	+	1040	214	https://v10-1.orthodb.org/?query=101344at7898	Vesicle transport protein, Use1
10135at7898	Duplicated	NC_047112_RagTag	110852777	110927987	-	4930	869	https://v10-1.orthodb.org/?query=10135at7898	Protein kinase domain
10135at7898	Duplicated	NC_047112_RagTag	111776013	111853974	-	4916	870	https://v10-1.orthodb.org/?query=10135at7898	Protein kinase domain
101372at7898	Complete	NC_047115_RagTag	36698255	36705701	-	966	230	https://v10-1.orthodb.org/?query=101372at7898	CUE domain-containing protein 2
101431at7898	Complete	NC_047115_RagTag	11222241	11233613	+	1490	274	https://v10-1.orthodb.org/?query=101431at7898	Transcription initiation factor IID, subunit 13
10143at7898	Duplicated	NC_047108_RagTag	80835091	80840928	-	2588	877	https://v10-1.orthodb.org/?query=10143at7898	Toll-like receptor 9
10143at7898	Duplicated	NC_047108_RagTag	78828201	78834038	-	2587	877	https://v10-1.orthodb.org/?query=10143at7898	Toll-like receptor 9
101465at7898	Duplicated	NC_047115_RagTag	82123150	82126581	-	778	215	https://v10-1.orthodb.org/?query=101465at7898	N-acylneuraminate-9-phosphatase
101465at7898	Duplicated	NC_047115_RagTag	81319738	81323181	-	774	215	https://v10-1.orthodb.org/?query=101465at7898	N-acylneuraminate-9-phosphatase
101472at7898	Duplicated	NC_047120_RagTag	78871561	78883741	+	1286	202	https://v10-1.orthodb.org/?query=101472at7898	Homeobox domain
101472at7898	Duplicated	NC_047120_RagTag	79849909	79862100	+	1286	202	https://v10-1.orthodb.org/?query=101472at7898	Homeobox domain
101485at7898	Complete	NC_047119_RagTag	54506644	54507424	-	1238	219	https://v10-1.orthodb.org/?query=101485at7898	JAB1/MPN/MOV34 metalloenzyme domain
101512at7898	Complete	NC_047107_RagTag	121811330	121866234	+	1234	287	https://v10-1.orthodb.org/?query=101512at7898	WD40 repeat
101520at7898	Complete	NC_047108_RagTag	64096800	64107867	-	478	215	https://v10-1.orthodb.org/?query=101520at7898	neugrin
101523at7898	Duplicated	NC_047112_RagTag	68757665	68762269	-	583	206	https://v10-1.orthodb.org/?query=101523at7898	Homeobox domain
101523at7898	Duplicated	NC_047112_RagTag	30193184	30198067	+	583	206	https://v10-1.orthodb.org/?query=101523at7898	Homeobox domain
101536at7898	Complete	NC_047121_RagTag	63123605	63124601	-	1002	297	https://v10-1.orthodb.org/?query=101536at7898	G protein-coupled receptor, rhodopsin-like
101538at7898	Complete	NC_047112_RagTag	17351364	17395231	+	1996	356	https://v10-1.orthodb.org/?query=101538at7898	zinc finger matrin-type protein 3
101581at7898	Complete	NC_047125_RagTag	85328397	85332317	-	1157	217	https://v10-1.orthodb.org/?query=101581at7898	Homeobox domain
101590at7898	Complete	NC_047125_RagTag	85186484	85193184	-	1118	220	https://v10-1.orthodb.org/?query=101590at7898	Superoxide dismutase, copper/zinc binding domain
101634at7898	Complete	NC_047122_RagTag	45837643	45844490	+	895	175	https://v10-1.orthodb.org/?query=101634at7898	HCLS1-associated protein X-1
101639at7898	Complete	NC_047123_RagTag	9851561	9875894	+	1050	261	https://v10-1.orthodb.org/?query=101639at7898	uncharacterized protein C1orf198 homolog
101648at7898	Complete	NC_047103_RagTag	161687046	161707896	-	1190	288	https://v10-1.orthodb.org/?query=101648at7898	Mitochondrial ribosomal protein L39
101684at7898	Duplicated	NC_047105_RagTag	76301205	76318258	-	1117	214	https://v10-1.orthodb.org/?query=101684at7898	tRNA (guanine-N(7)-)-methyltransferase
101684at7898	Duplicated	NC_047117_RagTag	4141395	4142108	+	1062	214	https://v10-1.orthodb.org/?query=101684at7898	tRNA (guanine-N(7)-)-methyltransferase
101710at7898	Complete	NC_047115_RagTag	13547655	13556642	+	1208	230	https://v10-1.orthodb.org/?query=101710at7898	metaxin-2
101724at7898	Complete	NC_047119_RagTag	8038323	8039100	-	1147	242	https://v10-1.orthodb.org/?query=101724at7898	Fatty acid hydroxylase
101741at7898	Duplicated	NC_047113_RagTag	46534934	46536973	+	1140	255	https://v10-1.orthodb.org/?query=101741at7898	Homeobox domain
101741at7898	Duplicated	NC_047113_RagTag	48341654	48343691	+	1121	255	https://v10-1.orthodb.org/?query=101741at7898	Homeobox domain
101781at7898	Complete	NC_047105_RagTag	22596101	22604467	+	1144	180	https://v10-1.orthodb.org/?query=101781at7898	Eukaryotic translation initiation factor 6
101819at7898	Duplicated	ptg001634l_RagTag	172491	186651	-	904	221	https://v10-1.orthodb.org/?query=101819at7898	Signal recognition particle receptor, beta subunit
101819at7898	Duplicated	NC_047106_RagTag	101807339	101821498	+	904	221	https://v10-1.orthodb.org/?query=101819at7898	Signal recognition particle receptor, beta subunit
101853at7898	Complete	NC_047113_RagTag	54209197	54215660	-	1364	312	https://v10-1.orthodb.org/?query=101853at7898	SAM-dependent methyltransferase TRM5/TYW2-type
101900at7898	Complete	NC_047121_RagTag	68453397	68476465	-	1281	400	https://v10-1.orthodb.org/?query=101900at7898	Protein of unknown function DUF4594
101957at7898	Complete	NC_047111_RagTag	201578	224503	-	930	206	https://v10-1.orthodb.org/?query=101957at7898	Proteasome assembly chaperone 1
102009at7898	Duplicated	NC_047110_RagTag	64639203	64663274	-	1551	361	https://v10-1.orthodb.org/?query=102009at7898	protein SAAL1
102009at7898	Duplicated	NC_047110_RagTag	65303482	65327896	-	1544	361	https://v10-1.orthodb.org/?query=102009at7898	protein SAAL1
10205at7898	Complete	NC_047109_RagTag	14047771	14116445	-	5645	1037	https://v10-1.orthodb.org/?query=10205at7898	Transcription initiation factor TFIID subunit 2
102063at7898	Complete	NC_047117_RagTag	121009395	121019826	-	907	228	https://v10-1.orthodb.org/?query=102063at7898	Centromere protein Cenp-K
102089at7898	Complete	NC_047106_RagTag	84808466	84810932	+	1490	210	https://v10-1.orthodb.org/?query=102089at7898	Paired-like homeobox 2a
102113at7898	Complete	NC_047110_RagTag	43179279	43210903	-	1183	267	https://v10-1.orthodb.org/?query=102113at7898	Ribosomal protein S24/S35, mitochondrial, conserved domain
102149at7898	Duplicated	NC_047117_RagTag	68928590	68956555	-	855	226	https://v10-1.orthodb.org/?query=102149at7898	Non-structural maintenance of chromosomes element 1
102149at7898	Duplicated	NC_047117_RagTag	69823549	69857433	-	855	226	https://v10-1.orthodb.org/?query=102149at7898	Non-structural maintenance of chromosomes element 1
102160at7898	Complete	NC_047118_RagTag	66098744	66107456	+	1378	254	https://v10-1.orthodb.org/?query=102160at7898	Ribosomal protein S5, C-terminal
102171at7898	Complete	NC_047121_RagTag	62270724	62382366	+	1075	239	https://v10-1.orthodb.org/?query=102171at7898	uncharacterized protein C15orf41 homolog
102175at7898	Complete	NC_047124_RagTag	9861177	9954737	+	649	213	https://v10-1.orthodb.org/?query=102175at7898	Peroxisome assembly protein 26
102227at7898	Complete	NC_047120_RagTag	22198956	22317325	+	862	207	https://v10-1.orthodb.org/?query=102227at7898	L-xylulose reductase
102273at7898	Complete	NC_047106_RagTag	85001457	85008062	-	1246	229	https://v10-1.orthodb.org/?query=102273at7898	transmembrane O-methyltransferase
102330at7898	Complete	NC_047107_RagTag	89039770	89102426	+	794	192	https://v10-1.orthodb.org/?query=102330at7898	SH2 domain
102341at7898	Duplicated	NC_047107_RagTag	72573964	72592477	+	1628	422	https://v10-1.orthodb.org/?query=102341at7898	Coiled-coil domain containing 112
102341at7898	Duplicated	NC_047107_RagTag	72008393	72026497	+	1628	422	https://v10-1.orthodb.org/?query=102341at7898	Coiled-coil domain containing 112
102349at7898	Complete	NC_047108_RagTag	95570633	95605494	+	2921	608	https://v10-1.orthodb.org/?query=102349at7898	Collagen triple helix repeat
102373at7898	Complete	NC_047104_RagTag	84485338	84501658	+	660	178	https://v10-1.orthodb.org/?query=102373at7898	Ribonuclease T2-like
102375at7898	Complete	NC_047104_RagTag	127427350	127452674	-	1055	220	https://v10-1.orthodb.org/?query=102375at7898	NADH:ubiquinone oxidoreductase, 30kDa subunit
102378at7898	Duplicated	NC_047119_RagTag	45360467	45361262	-	544	202	https://v10-1.orthodb.org/?query=102378at7898	RING finger protein 208
102378at7898	Duplicated	NC_047119_RagTag	45589654	45590449	-	544	202	https://v10-1.orthodb.org/?query=102378at7898	RING finger protein 208
102409at7898	Complete	NC_047109_RagTag	17242002	17276857	-	1378	252	https://v10-1.orthodb.org/?query=102409at7898	Fibrillarin
10242at7898	Duplicated	ptg002655l_RagTag	96999	202414	-	2108	598	https://v10-1.orthodb.org/?query=10242at7898	Protein TALPID3
10242at7898	Duplicated	NC_047121_RagTag	42235416	42322850	-	2006	554	https://v10-1.orthodb.org/?query=10242at7898	Protein TALPID3
102483at7898	Complete	NC_047120_RagTag	91428166	91431133	-	1147	218	https://v10-1.orthodb.org/?query=102483at7898	Cytosolic Fe-S cluster assembly factor nubp2
10259at7898	Duplicated	NC_047122_RagTag	55369869	55382286	+	5866	714	https://v10-1.orthodb.org/?query=10259at7898	AT-hook DNA-binding motif-containing protein 1
10259at7898	Duplicated	NC_047122_RagTag	55232758	55245261	+	5865	714	https://v10-1.orthodb.org/?query=10259at7898	AT-hook DNA-binding motif-containing protein 1
102665at7898	Complete	NC_047118_RagTag	8716420	8750733	-	971	332	https://v10-1.orthodb.org/?query=102665at7898	Cavin family
102683at7898	Complete	NC_047115_RagTag	28834331	28845367	-	828	191	https://v10-1.orthodb.org/?query=102683at7898	Methyltransferase domain
102726at7898	Duplicated	ptg003004l_RagTag	91391	98609	-	958	244	https://v10-1.orthodb.org/?query=102726at7898	Major intrinsic protein
102726at7898	Duplicated	NC_047108_RagTag	97242021	97249049	-	958	244	https://v10-1.orthodb.org/?query=102726at7898	Major intrinsic protein
102792at7898	Complete	NC_047103_RagTag	24165622	24173177	+	978	197	https://v10-1.orthodb.org/?query=102792at7898	Alpha/beta hydrolase fold-1
102815at7898	Complete	NC_047114_RagTag	106249154	106255428	+	861	180	https://v10-1.orthodb.org/?query=102815at7898	Exoribonuclease, phosphorolytic domain 1
102845at7898	Complete	NC_047119_RagTag	4176708	4187825	-	1151	226	https://v10-1.orthodb.org/?query=102845at7898	Enolase-phosphatase E1
102866at7898	Complete	NC_047109_RagTag	51921362	51979590	+	1044	230	https://v10-1.orthodb.org/?query=102866at7898	R-spondin-1
102919at7898	Duplicated	NC_047105_RagTag	54272923	54276742	-	967	264	https://v10-1.orthodb.org/?query=102919at7898	hemK methyltransferase family member 1
102919at7898	Duplicated	NC_047105_RagTag	54468729	54472549	-	967	264	https://v10-1.orthodb.org/?query=102919at7898	hemK methyltransferase family member 1
102955at7898	Complete	NC_047112_RagTag	48558037	48582758	+	751	192	https://v10-1.orthodb.org/?query=102955at7898	Ribosomal protein L47, mitochondrial
102960at7898	Complete	NC_047107_RagTag	58906665	58907484	+	862	204	https://v10-1.orthodb.org/?query=102960at7898	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
102999at7898	Duplicated	NC_047114_RagTag	86061221	86062082	-	1089	208	https://v10-1.orthodb.org/?query=102999at7898	CCAAT/enhancer-binding protein delta
102999at7898	Duplicated	ptg002656l_RagTag	173734	174595	+	1086	208	https://v10-1.orthodb.org/?query=102999at7898	CCAAT/enhancer-binding protein delta
103017at7898	Complete	NC_047103_RagTag	162719825	162725499	+	1640	272	https://v10-1.orthodb.org/?query=103017at7898	Cyclin Pas1/PHO80 domain containing 1
103032at7898	Duplicated	NC_047116_RagTag	106529503	106545906	+	1078	200	https://v10-1.orthodb.org/?query=103032at7898	Small GTPase
103032at7898	Duplicated	NC_047116_RagTag	106707732	106720064	+	1078	200	https://v10-1.orthodb.org/?query=103032at7898	Small GTPase
103041at7898	Duplicated	NC_047105_RagTag	85928411	85937733	-	1213	235	https://v10-1.orthodb.org/?query=103041at7898	Proteasome subunit alpha type
103041at7898	Duplicated	NC_047105_RagTag	88133966	88143274	-	1213	235	https://v10-1.orthodb.org/?query=103041at7898	Proteasome subunit alpha type
103063at7898	Complete	NC_047108_RagTag	75257755	75263680	-	624	158	https://v10-1.orthodb.org/?query=103063at7898	Ets domain
103098at7898	Complete	NC_047106_RagTag	101313797	101329570	-	1353	241	https://v10-1.orthodb.org/?query=103098at7898	probable 18S rRNA (guanine-N(7))-methyltransferase
103132at7898	Complete	NC_047114_RagTag	46212332	46217557	+	1166	238	https://v10-1.orthodb.org/?query=103132at7898	HORMA domain
103192at7898	Complete	NC_047122_RagTag	52285284	52287566	+	1137	198	https://v10-1.orthodb.org/?query=103192at7898	GATA zinc finger domain-containing protein 1
103263at7898	Duplicated	NC_047118_RagTag	36372307	36382577	-	1051	252	https://v10-1.orthodb.org/?query=103263at7898	coilin
103263at7898	Duplicated	NC_047118_RagTag	40782240	40794025	-	1050	252	https://v10-1.orthodb.org/?query=103263at7898	coilin
103286at7898	Duplicated	NC_047104_RagTag	70307476	70316315	+	967	190	https://v10-1.orthodb.org/?query=103286at7898	Proteasome subunit beta type
103286at7898	Duplicated	ptg002989l_RagTag	37434	42898	-	967	190	https://v10-1.orthodb.org/?query=103286at7898	Proteasome subunit beta type
103287at7898	Complete	NC_047105_RagTag	30884409	30957841	-	1277	220	https://v10-1.orthodb.org/?query=103287at7898	regulating synaptic membrane exocytosis protein 4
103297at7898	Complete	NC_047109_RagTag	113596647	113597488	+	707	207	https://v10-1.orthodb.org/?query=103297at7898	Nuclear hormone receptor, ligand-binding domain
103317at7898	Duplicated	NC_047122_RagTag	36932349	36943662	+	1131	226	https://v10-1.orthodb.org/?query=103317at7898	Thioesterase
103317at7898	Duplicated	NC_047122_RagTag	36757506	36766263	+	1129	226	https://v10-1.orthodb.org/?query=103317at7898	Thioesterase
103338at7898	Complete	NC_047105_RagTag	61900901	61908119	-	1067	229	https://v10-1.orthodb.org/?query=103338at7898	Abhydrolase domain containing 14A
103348at7898	Duplicated	ptg004467l_RagTag	3708	6092	+	1099	216	https://v10-1.orthodb.org/?query=103348at7898	Short-chain dehydrogenase/reductase SDR
103348at7898	Duplicated	NC_047125_RagTag	86528393	86530707	-	1090	216	https://v10-1.orthodb.org/?query=103348at7898	Short-chain dehydrogenase/reductase SDR
103362at7898	Complete	NC_047120_RagTag	66375459	66385710	+	1247	236	https://v10-1.orthodb.org/?query=103362at7898	BCP1 family
103364at7898	Duplicated	NC_047106_RagTag	28089097	28096000	+	1366	226	https://v10-1.orthodb.org/?query=103364at7898	Homeobox domain
103364at7898	Duplicated	NC_047106_RagTag	30327878	30334927	+	1358	226	https://v10-1.orthodb.org/?query=103364at7898	Homeobox domain
103398at7898	Complete	NC_047116_RagTag	37220795	37225607	-	1093	232	https://v10-1.orthodb.org/?query=103398at7898	Excision repair cross-complementation group 1
103414at7898	Complete	NC_047112_RagTag	29590541	29611664	-	1630	292	https://v10-1.orthodb.org/?query=103414at7898	Somatomedin B domain
103473at7898	Complete	NC_047112_RagTag	133208949	133241158	+	1127	225	https://v10-1.orthodb.org/?query=103473at7898	Mediator of RNA polymerase II transcription subunit 8
103509at7898	Complete	NC_047106_RagTag	18846766	18855636	+	1353	315	https://v10-1.orthodb.org/?query=103509at7898	Basic-leucine zipper domain
103547at7898	Complete	NC_047104_RagTag	49681861	49682518	+	662	191	https://v10-1.orthodb.org/?query=103547at7898	GDNF/GAS1
103569at7898	Complete	NC_047122_RagTag	70587957	70600153	-	1166	242	https://v10-1.orthodb.org/?query=103569at7898	3-oxo-5-alpha-steroid 4-dehydrogenase 1
103581at7898	Complete	NC_047125_RagTag	60042286	60044506	-	705	195	https://v10-1.orthodb.org/?query=103581at7898	Myb/SANT-like DNA-binding domain containing 1
103587at7898	Duplicated	NC_047103_RagTag	66490468	66502822	-	1048	224	https://v10-1.orthodb.org/?query=103587at7898	Isopentenyl-diphosphate delta isomerase 1
103587at7898	Duplicated	NC_047103_RagTag	66601879	66612509	-	1041	224	https://v10-1.orthodb.org/?query=103587at7898	Isopentenyl-diphosphate delta isomerase 1
103588at7898	Complete	NC_047111_RagTag	4431469	4458728	+	793	216	https://v10-1.orthodb.org/?query=103588at7898	Phosphatidylinositol glycan anchor biosynthesis, class L
103600at7898	Complete	NC_047105_RagTag	89296241	89343955	-	869	244	https://v10-1.orthodb.org/?query=103600at7898	tRNA pseudouridine synthase
103607at7898	Complete	NC_047107_RagTag	55131780	55140248	-	1101	248	https://v10-1.orthodb.org/?query=103607at7898	Limb expression 1
103648at7898	Complete	NC_047113_RagTag	54825769	54831299	+	1892	352	https://v10-1.orthodb.org/?query=103648at7898	UPF3 domain
103675at7898	Complete	NC_047115_RagTag	58787947	58790881	+	736	186	https://v10-1.orthodb.org/?query=103675at7898	BCL2 associated athanogene 2
103687at7898	Complete	NC_047110_RagTag	71727913	71733351	+	1038	223	https://v10-1.orthodb.org/?query=103687at7898	Leucine rich repeat 4
103734at7898	Complete	NC_047123_RagTag	33456975	33462114	+	959	182	https://v10-1.orthodb.org/?query=103734at7898	Superoxide dismutase
103779at7898	Complete	NC_047120_RagTag	80998555	81004748	-	729	203	https://v10-1.orthodb.org/?query=103779at7898	Mitochondrial ribosomal protein L10
103793at7898	Complete	NC_047110_RagTag	17167584	17215778	+	1041	231	https://v10-1.orthodb.org/?query=103793at7898	alpha-ketoglutarate-dependent dioxygenase alkB homolog 3
103806at7898	Complete	NC_047112_RagTag	100060636	100062144	-	1290	243	https://v10-1.orthodb.org/?query=103806at7898	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C
103810at7898	Complete	NC_047111_RagTag	73760334	73773716	+	987	252	https://v10-1.orthodb.org/?query=103810at7898	Immunoglobulin
103865at7898	Complete	NC_047103_RagTag	153395557	153402425	-	1048	204	https://v10-1.orthodb.org/?query=103865at7898	RNA transcription, translation and transport factor protein
103926at7898	Duplicated	NC_047122_RagTag	38079647	38080751	-	667	284	https://v10-1.orthodb.org/?query=103926at7898	Protein of unknown function DUF4653
103926at7898	Duplicated	NC_047122_RagTag	41492421	41493525	-	663	284	https://v10-1.orthodb.org/?query=103926at7898	Protein of unknown function DUF4653
103973at7898	Complete	NC_047105_RagTag	60969420	60971350	+	964	213	https://v10-1.orthodb.org/?query=103973at7898	Haloacid dehalogenase-like hydrolase domain containing 3
103999at7898	Complete	NC_047106_RagTag	118683646	118693212	+	551	166	https://v10-1.orthodb.org/?query=103999at7898	SEA domain
104103at7898	Complete	NC_047118_RagTag	9886315	9897080	-	1131	197	https://v10-1.orthodb.org/?query=104103at7898	Myc-type, basic helix-loop-helix (bHLH) domain
104115at7898	Complete	NC_047108_RagTag	43557955	43572589	+	1102	206	https://v10-1.orthodb.org/?query=104115at7898	MAGE homology domain
104158at7898	Complete	NC_047107_RagTag	80304513	80311446	-	646	175	https://v10-1.orthodb.org/?query=104158at7898	selenoprotein P
104187at7898	Complete	NC_047109_RagTag	78426667	78432425	-	591	171	https://v10-1.orthodb.org/?query=104187at7898	LysM domain
104188at7898	Complete	NC_047104_RagTag	151067451	151076708	-	939	212	https://v10-1.orthodb.org/?query=104188at7898	NAD(P)-binding domain
10419at7898	Fragmented	NC_047105_RagTag	61115980	61129407	+	1177	397	https://v10-1.orthodb.org/?query=10419at7898	protein SFI1 homolog isoform X1
104214at7898	Duplicated	NC_047113_RagTag	51244965	51259657	-	1041	192	https://v10-1.orthodb.org/?query=104214at7898	Tetraspanin
104214at7898	Duplicated	NC_047113_RagTag	54128086	54145375	-	1039	192	https://v10-1.orthodb.org/?query=104214at7898	Tetraspanin
10421at7898	Duplicated	NC_047110_RagTag	91982440	92001992	-	4679	1018	https://v10-1.orthodb.org/?query=10421at7898	DNA mitochondrial polymerase, exonuclease domain
10421at7898	Duplicated	NC_047110_RagTag	91089082	91109202	-	4678	1018	https://v10-1.orthodb.org/?query=10421at7898	DNA mitochondrial polymerase, exonuclease domain
104246at7898	Complete	NC_047123_RagTag	54187512	54199759	+	740	175	https://v10-1.orthodb.org/?query=104246at7898	Tumour protein D52
104273at7898	Complete	NC_047118_RagTag	37285638	37287746	-	440	215	https://v10-1.orthodb.org/?query=104273at7898	ATPase SWSAP1
104305at7898	Complete	NC_047124_RagTag	14210719	14211919	+	1408	322	https://v10-1.orthodb.org/?query=104305at7898	phosphorylated adapter RNA export protein
104332at7898	Complete	NC_047125_RagTag	89202680	89203632	+	798	188	https://v10-1.orthodb.org/?query=104332at7898	Cytochrome b5-like heme/steroid binding domain
104342at7898	Duplicated	NC_047116_RagTag	41448445	41514660	+	1165	170	https://v10-1.orthodb.org/?query=104342at7898	von Willebrand factor C domain containing protein 2-like
104342at7898	Duplicated	ptg001087l_RagTag	254533	322700	-	1165	170	https://v10-1.orthodb.org/?query=104342at7898	von Willebrand factor C domain containing protein 2-like
104401at7898	Complete	NC_047112_RagTag	117847369	117857426	-	971	266	https://v10-1.orthodb.org/?query=104401at7898	Magnesium transporter NIPA
104416at7898	Complete	NC_047103_RagTag	118407364	118456045	+	994	285	https://v10-1.orthodb.org/?query=104416at7898	NAD(P)-binding domain
104419at7898	Duplicated	NC_047107_RagTag	98566098	98573144	+	1110	330	https://v10-1.orthodb.org/?query=104419at7898	WD40 repeat
104419at7898	Duplicated	NC_047107_RagTag	99773937	99781046	+	1109	330	https://v10-1.orthodb.org/?query=104419at7898	WD40 repeat
104439at7898	Complete	NC_047123_RagTag	10026680	10039246	+	865	196	https://v10-1.orthodb.org/?query=104439at7898	Arv1 protein
104453at7898	Duplicated	NC_047109_RagTag	14971631	14972353	-	1063	208	https://v10-1.orthodb.org/?query=104453at7898	Pleckstrin homology domain
104453at7898	Duplicated	NC_047109_RagTag	14746312	14747034	-	1063	208	https://v10-1.orthodb.org/?query=104453at7898	Pleckstrin homology domain
104487at7898	Complete	NC_047110_RagTag	115481270	115505217	+	1264	211	https://v10-1.orthodb.org/?query=104487at7898	Tetraspanin
104574at7898	Duplicated	NC_047111_RagTag	48235775	48262873	-	706	166	https://v10-1.orthodb.org/?query=104574at7898	glutaredoxin domain-containing cysteine-rich protein 2
104574at7898	Duplicated	NC_047111_RagTag	47710756	47733939	-	688	166	https://v10-1.orthodb.org/?query=104574at7898	glutaredoxin domain-containing cysteine-rich protein 2
104624at7898	Complete	NC_047109_RagTag	76750009	76762876	+	1191	214	https://v10-1.orthodb.org/?query=104624at7898	Elongator complex protein 6
10463at7898	Complete	NC_047107_RagTag	46544045	46591534	-	4204	986	https://v10-1.orthodb.org/?query=10463at7898	Nrap protein, domain 2
104647at7898	Complete	NC_047117_RagTag	35756305	35776729	-	1320	247	https://v10-1.orthodb.org/?query=104647at7898	Aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
