Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
101232at7898	Duplicated	NC_047121_RagTag	86302700	86307438	+	918	206	0.7029	0.9715447154471545	0	101232at7898_6	86302701_86302763_+|86302947_86302999_+|86303986_86304137_+|86304504_86304665_+|86304768_86304889_+|86307274_86307438_+
101232at7898	Duplicated	NC_047121_RagTag	86264518	86269245	-	908	206	0.6971	0.9715447154471545	0	101232at7898_6	86269183_86269245_-|86268948_86269000_-|86267775_86267932_-|86265919_86266080_-|86265689_86265810_-|86264519_86264683_-
101261at7898	Single	NC_047107_RagTag	104199028	104221892	-	791	200	0.7037	0.7970479704797048	0	101261at7898_1	104221717_104221892_-|104221541_104221637_-|104207273_104207362_-|104206988_104207132_-|104199263_104199310_-|104199029_104199120_-
101281at7898	Single	NC_047122_RagTag	53193036	53205476	-	1016	265	0.67	1.0	0	101281at7898	53205448_53205476_-|53200433_53200667_-|53200268_53200336_-|53199911_53200012_-|53198121_53198225_-|53197086_53197199_-|53193734_53193853_-|53193037_53193147_-
101323at7898	Single	NC_047105_RagTag	112818915	112824647	+	592	187	0.5353	1.0	0	101323at7898_7	112818916_112818968_+|112820998_112821139_+|112821411_112821560_+|112822194_112822384_+|112824494_112824647_+
101331at7898	Single	NC_047110_RagTag	1325416	1330270	-	748	195	0.6542	0.7925925925925926	0	101331at7898_8	1329784_1330270_-|1325417_1325571_-
101339at7898	Single	NC_047105_RagTag	55508419	55515682	+	889	200	0.6867	1.0	0	101339at7898_9	55508420_55508525_+|55512358_55512510_+|55512633_55512757_+|55512885_55513024_+|55515508_55515682_+
101344at7898	Duplicated	NC_047112_RagTag	43225391	43234179	+	1044	214	0.8465	1.0	0	101344at7898_0	43225392_43225490_+|43227312_43227361_+|43227597_43227675_+|43227863_43228020_+|43229590_43229752_+|43234000_43234179_+
101344at7898	Duplicated	NC_047112_RagTag	45662667	45670737	+	1040	214	0.8425	1.0	0	101344at7898_0	45662668_45662766_+|45664610_45664659_+|45664895_45664973_+|45665161_45665318_+|45666518_45666680_+|45670558_45670737_+
10135at7898	Duplicated	NC_047112_RagTag	110852777	110927987	-	4930	869	0.7189	0.9971077368040492	0	10135at7898_0	110927871_110927987_-|110927678_110927774_-|110918419_110918516_-|110918114_110918197_-|110917952_110918019_-|110917768_110917854_-|110916806_110916860_-|110913613_110913813_-|110913453_110913525_-|110908289_110908401_-|110908054_110908119_-|110907205_110907264_-|110907076_110907123_-|110904204_110904284_-|110903848_110904035_-|110901637_110901759_-|110901422_110901524_-|110899206_110899292_-|110898591_110898674_-|110898416_110898493_-|110874075_110874170_-|110873784_110873984_-|110873638_110873691_-|110872492_110872738_-|110871378_110871506_-|110871131_110871292_-|110868099_110868254_-|110867902_110868010_-|110867586_110867659_-|110867276_110867493_-|110861003_110861145_-|110860407_110860726_-|110853010_110853143_-|110852778_110852909_-
10135at7898	Duplicated	NC_047112_RagTag	111776013	111853974	-	4916	870	0.7184	0.9971077368040492	0	10135at7898_0	111853858_111853974_-|111853665_111853761_-|111843663_111843760_-|111843358_111843441_-|111843196_111843263_-|111843012_111843098_-|111842056_111842110_-|111838863_111839063_-|111838703_111838775_-|111833531_111833643_-|111833297_111833362_-|111832448_111832507_-|111832319_111832366_-|111829436_111829516_-|111829080_111829267_-|111826899_111827021_-|111826684_111826786_-|111824468_111824554_-|111823850_111823933_-|111823675_111823752_-|111805167_111805262_-|111804876_111805076_-|111804730_111804783_-|111803538_111803787_-|111802413_111802541_-|111802166_111802327_-|111799159_111799314_-|111798962_111799070_-|111798649_111798722_-|111798350_111798567_-|111792086_111792228_-|111791488_111791807_-|111776246_111776379_-|111776014_111776145_-
101372at7898	Single	NC_047115_RagTag	36698255	36705701	-	966	230	0.7128	1.0	0	101372at7898_7	36705628_36705701_-|36705380_36705523_-|36703075_36703136_-|36701988_36702112_-|36698812_36698976_-|36698665_36698729_-|36698516_36698576_-|36698256_36698399_-
101431at7898	Single	NC_047115_RagTag	11222241	11233613	+	1490	274	0.8333	1.0	0	101431at7898_1	11222242_11222321_+|11224570_11224654_+|11227882_11227968_+|11228044_11228140_+|11229721_11229863_+|11232254_11232329_+|11232430_11232542_+|11232628_11232732_+|11232803_11232931_+|11233418_11233507_+|11233575_11233613_+
10143at7898	Duplicated	NC_047108_RagTag	80835091	80840928	-	2588	877	0.4991	0.9829706717123936	0	10143at7898_7	80838022_80840928_-|80835092_80835295_-
10143at7898	Duplicated	NC_047108_RagTag	78828201	78834038	-	2587	877	0.4991	0.9829706717123936	0	10143at7898_7	78831132_78834038_-|78828202_78828405_-
101465at7898	Duplicated	NC_047115_RagTag	82123150	82126581	-	778	215	0.6091	1.0	0	101465at7898_1	82126492_82126581_-|82123151_82123789_-
101465at7898	Duplicated	NC_047115_RagTag	81319738	81323181	-	774	215	0.6049	1.0	0	101465at7898_1	81323092_81323181_-|81319739_81320377_-
101472at7898	Duplicated	NC_047120_RagTag	78871561	78883741	+	1286	202	0.8856	1.0	0	101472at7898_0	78871562_78872081_+|78879866_78880038_+|78883622_78883741_+
101472at7898	Duplicated	NC_047120_RagTag	79849909	79862100	+	1286	202	0.8856	1.0	0	101472at7898_0	79849910_79850429_+|79858228_79858400_+|79861981_79862100_+
101485at7898	Single	NC_047119_RagTag	54506644	54507424	-	1238	219	0.9154	1.0	0	101485at7898_1	54506645_54507424_-
101512at7898	Single	NC_047107_RagTag	121811330	121866234	+	1234	287	0.6928	1.0	0	101512at7898_1	121811331_121811440_+|121812656_121812785_+|121822276_121822434_+|121826245_121826337_+|121853488_121853703_+|121865971_121866234_+
101520at7898	Single	NC_047108_RagTag	64096800	64107867	-	478	215	0.4	1.0	0	101520at7898	64107764_64107867_-|64100408_64100476_-|64100182_64100292_-|64096801_64097380_-
101523at7898	Duplicated	NC_047112_RagTag	68757665	68762269	-	583	206	0.5714	0.9863636363636363	0	101523at7898_4	68762104_68762269_-|68759047_68759222_-|68758041_68758142_-|68757666_68757887_-
101523at7898	Duplicated	NC_047112_RagTag	30193184	30198067	+	583	206	0.5714	0.9863636363636363	0	101523at7898_4	30193185_30193350_+|30196513_30196688_+|30197591_30197692_+|30197846_30198067_+
101536at7898	Single	NC_047121_RagTag	63123605	63124601	-	1002	297	0.5602	0.9352112676056338	0	101536at7898_9	63123606_63124601_-
101538at7898	Single	NC_047112_RagTag	17351364	17395231	+	1996	356	0.7645	1.0	0	101538at7898_0	17351365_17351489_+|17388045_17388796_+|17389287_17389427_+|17390260_17390423_+|17391336_17391439_+|17395026_17395231_+
101581at7898	Single	NC_047125_RagTag	85328397	85332317	-	1157	217	0.8654	1.0	0	101581at7898_0	85331928_85332317_-|85330489_85330652_-|85328398_85328605_-
101590at7898	Single	NC_047125_RagTag	85186484	85193184	-	1118	220	0.763	1.0	0	101590at7898_2	85193161_85193184_-|85192912_85192984_-|85192373_85192510_-|85191523_85191697_-|85190269_85190329_-|85187054_85187131_-|85186872_85186975_-|85186485_85186641_-
101634at7898	Single	NC_047122_RagTag	45837643	45844490	+	895	175	0.576	1.0	0	101634at7898_1	45837644_45837696_+|45838035_45838276_+|45838436_45838801_+|45839309_45839442_+|45844165_45844285_+|45844420_45844490_+
101639at7898	Single	NC_047123_RagTag	9851561	9875894	+	1050	261	0.6267	1.0	0	101639at7898	9851562_9851873_+|9855469_9855519_+|9855689_9855814_+|9858800_9858967_+|9867845_9868183_+|9875841_9875894_+
101648at7898	Single	NC_047103_RagTag	161687046	161707896	-	1190	288	0.6566	1.0	0	101648at7898_9	161707860_161707896_-|161701752_161701958_-|161695948_161696087_-|161693625_161693724_-|161693290_161693357_-|161691783_161691895_-|161691556_161691621_-|161691221_161691374_-|161690159_161690206_-|161687047_161687109_-
101684at7898	Duplicated	NC_047105_RagTag	76301205	76318258	-	1117	214	0.8619	0.9835390946502057	0	101684at7898_0	76318179_76318258_-|76317958_76318085_-|76315298_76315482_-|76308070_76308183_-|76301551_76301652_-|76301206_76301313_-
101684at7898	Duplicated	NC_047117_RagTag	4141395	4142108	+	1062	214	0.8494	0.9835390946502057	0	101684at7898_0	4141396_4142108_+
101710at7898	Single	NC_047115_RagTag	13547655	13556642	+	1208	230	0.898	0.9306569343065694	0	101710at7898_2	13547656_13547695_+|13550217_13550264_+|13550618_13550664_+|13551251_13551323_+|13551817_13551893_+|13553885_13553977_+|13554058_13554096_+|13554176_13554301_+|13556053_13556129_+|13556498_13556642_+
101724at7898	Single	NC_047119_RagTag	8038323	8039100	-	1147	242	0.722	0.886986301369863	0	101724at7898_4	8038324_8039100_-
101741at7898	Duplicated	NC_047113_RagTag	46534934	46536973	+	1140	255	0.7053	1.0	0	101741at7898_0	46534935_46535253_+|46536366_46536973_+
101741at7898	Duplicated	NC_047113_RagTag	48341654	48343691	+	1121	255	0.6969	1.0	0	101741at7898_0	48341655_48341976_+|48343084_48343691_+
101781at7898	Single	NC_047105_RagTag	22596101	22604467	+	1144	180	0.9053	0.9878048780487805	0	101781at7898_2	22596102_22596208_+|22602532_22602617_+|22602746_22602921_+|22603003_22603179_+|22604285_22604467_+
101819at7898	Duplicated	ptg001634l_RagTag	172491	186651	-	904	221	0.7109	0.9845559845559846	0	101819at7898_9	186543_186651_-|186130_186224_-|185970_186047_-|185805_185887_-|182493_182629_-|175907_175961_-|172492_172699_-
101819at7898	Duplicated	NC_047106_RagTag	101807339	101821498	+	904	221	0.7109	0.9845559845559846	0	101819at7898_9	101807340_101807448_+|101807767_101807861_+|101807944_101808021_+|101808104_101808186_+|101811362_101811498_+|101818030_101818084_+|101821291_101821498_+
101853at7898	Single	NC_047113_RagTag	54209197	54215660	-	1364	312	0.6584	0.9780487804878049	0	101853at7898_4	54215608_54215660_-|54213740_54213902_-|54213455_54213658_-|54213227_54213369_-|54213020_54213129_-|54212054_54212211_-|54209198_54209560_-
101900at7898	Single	NC_047121_RagTag	68453397	68476465	-	1281	400	0.5498	1.0	0	101900at7898_4	68476370_68476465_-|68475489_68475593_-|68474962_68475117_-|68473191_68473334_-|68469646_68469696_-|68462802_68462980_-|68460816_68460865_-|68460663_68460713_-|68458469_68458562_-|68458305_68458338_-|68457614_68458226_-|68456764_68456846_-|68453398_68453421_-
101957at7898	Single	NC_047111_RagTag	201578	224503	-	930	206	0.6308	1.0	0	101957at7898_0	224403_224503_-|219335_219438_-|218044_218189_-|212132_212194_-|209763_209961_-|205819_205949_-|201579_201653_-
102009at7898	Duplicated	NC_047110_RagTag	64639203	64663274	-	1551	361	0.6829	0.9635193133047211	0	102009at7898_4	64663122_64663274_-|64657701_64657802_-|64648177_64648260_-|64647756_64647835_-|64647606_64647665_-|64647408_64647523_-|64647099_64647258_-|64644535_64644617_-|64644215_64644397_-|64643621_64643754_-|64640096_64640188_-|64639204_64639278_-
102009at7898	Duplicated	NC_047110_RagTag	65303482	65327896	-	1544	361	0.6807	0.9635193133047211	0	102009at7898_4	65327744_65327896_-|65322035_65322136_-|65312442_65312525_-|65312021_65312100_-|65311871_65311930_-|65311673_65311788_-|65311364_65311523_-|65308808_65308890_-|65308488_65308670_-|65307895_65308028_-|65304375_65304467_-|65303483_65303557_-
10205at7898	Single	NC_047109_RagTag	14047771	14116445	-	5645	1037	0.8878	1.0	0	10205at7898_4	14116381_14116445_-|14116154_14116208_-|14114437_14114597_-|14112491_14112609_-|14112063_14112204_-|14111712_14111943_-|14108866_14109050_-|14107251_14107364_-|14106996_14107095_-|14106655_14106740_-|14100500_14100635_-|14100263_14100417_-|14096319_14096433_-|14095539_14095648_-|14088746_14088811_-|14082707_14082833_-|14078644_14078769_-|14076121_14076261_-|14074120_14074230_-|14072198_14072391_-|14070622_14070761_-|14065119_14065188_-|14064621_14064730_-|14061452_14061681_-|14058954_14059067_-|14049646_14049748_-|14047772_14048067_-
102063at7898	Single	NC_047117_RagTag	121009395	121019826	-	907	228	0.7036	0.9541984732824428	0	102063at7898_4	121019761_121019826_-|121019613_121019669_-|121019230_121019293_-|121018913_121018959_-|121018742_121018824_-|121018541_121018639_-|121015841_121015976_-|121015701_121015754_-|121009396_121009548_-
102089at7898	Single	NC_047106_RagTag	84808466	84810932	+	1490	210	0.9468	1.0	0	102089at7898_0	84808467_84808689_+|84810083_84810270_+|84810444_84810932_+
102113at7898	Single	NC_047110_RagTag	43179279	43210903	-	1183	267	0.6946	1.0	0	102113at7898_4	43210771_43210903_-|43203431_43203480_-|43198716_43198880_-|43187674_43187734_-|43187421_43187560_-|43185743_43185852_-|43185578_43185647_-|43179280_43179528_-
102149at7898	Duplicated	NC_047117_RagTag	68928590	68956555	-	855	226	0.6555	0.8880597014925373	0	102149at7898_1	68956438_68956555_-|68951619_68951740_-|68951194_68951271_-|68945030_68945176_-|68943915_68944031_-|68928591_68928716_-
102149at7898	Duplicated	NC_047117_RagTag	69823549	69857433	-	855	226	0.6555	0.8880597014925373	0	102149at7898_1	69857316_69857433_-|69851569_69851690_-|69851127_69851204_-|69843583_69843729_-|69842536_69842652_-|69823550_69823675_-
102160at7898	Single	NC_047118_RagTag	66098744	66107456	+	1378	254	0.9504	1.0	0	102160at7898	66098745_66098879_+|66098948_66099037_+|66106266_66106373_+|66106460_66106793_+|66107209_66107300_+|66107382_66107456_+
102171at7898	Single	NC_047121_RagTag	62270724	62382366	+	1075	239	0.6986	0.94	0	102171at7898_3	62270725_62270825_+|62297105_62297150_+|62298689_62298753_+|62299575_62299635_+|62303683_62303755_+|62317321_62317400_+|62318525_62318574_+|62320854_62320921_+|62323770_62323835_+|62324081_62324186_+|62382237_62382366_+
102175at7898	Single	NC_047124_RagTag	9861177	9954737	+	649	213	0.4456	0.9034267912772586	0	102175at7898_8	9861178_9861252_+|9952246_9952349_+|9953795_9953935_+|9954014_9954297_+|9954432_9954572_+|9954661_9954737_+
102227at7898	Single	NC_047120_RagTag	22198956	22317325	+	862	207	0.819	0.958904109589041	0	102227at7898_1	22198957_22199008_+|22203565_22203662_+|22221084_22221238_+|22223702_22223744_+|22235385_22235484_+|22260832_22260896_+|22317209_22317325_+
102273at7898	Single	NC_047106_RagTag	85001457	85008062	-	1246	229	0.9035	1.0	0	102273at7898_0	85007801_85008062_-|85005308_85005504_-|85005077_85005199_-|85001458_85001652_-
102330at7898	Single	NC_047107_RagTag	89039770	89102426	+	794	192	0.4723	0.946949602122016	0	102330at7898_6	89039771_89039864_+|89039935_89040043_+|89045428_89045576_+|89079322_89079468_+|89089471_89089813_+|89100145_89100160_+|89100236_89100304_+|89101997_89102161_+|89102313_89102426_+
102341at7898	Duplicated	NC_047107_RagTag	72573964	72592477	+	1628	422	0.6744	0.9441117764471058	0	102341at7898_6	72573965_72574056_+|72575115_72575230_+|72577543_72577632_+|72577799_72577874_+|72581826_72581946_+|72582509_72582625_+|72586483_72586620_+|72586735_72586838_+|72586935_72587061_+|72587318_72587485_+|72589520_72589618_+|72589985_72590103_+|72592450_72592477_+
102341at7898	Duplicated	NC_047107_RagTag	72008393	72026497	+	1628	422	0.6744	0.9441117764471058	0	102341at7898_6	72008394_72008485_+|72009555_72009670_+|72011994_72012083_+|72012250_72012325_+|72016275_72016395_+|72016960_72017076_+|72020447_72020584_+|72020699_72020802_+|72020899_72021025_+|72021277_72021444_+|72023499_72023597_+|72024010_72024128_+|72026470_72026497_+
102349at7898	Single	NC_047108_RagTag	95570633	95605494	+	2921	608	0.7818	0.9884225759768451	0	102349at7898_8	95570634_95570712_+|95571703_95571771_+|95574368_95574403_+|95574525_95574596_+|95574748_95574801_+|95579128_95579163_+|95583148_95583171_+|95583361_95583414_+|95586011_95586064_+|95586161_95586202_+|95586294_95586350_+|95586446_95586499_+|95588726_95588779_+|95588886_95588939_+|95589053_95589106_+|95589289_95589342_+|95589422_95589475_+|95590481_95590534_+|95590630_95590683_+|95590934_95590978_+|95594425_95594478_+|95598528_95598581_+|95600848_95600901_+|95602252_95602323_+|95602715_95602750_+|95603073_95603117_+|95603390_95603422_+|95604207_95604353_+|95604457_95604511_+|95604608_95604790_+|95604935_95605012_+|95605313_95605494_+
102373at7898	Single	NC_047104_RagTag	84485338	84501658	+	660	178	0.5168	0.9147286821705426	0	102373at7898	84485339_84485455_+|84490713_84490762_+|84495892_84495949_+|84496265_84496329_+|84499721_84499834_+|84500338_84500383_+|84501235_84501309_+|84501473_84501658_+
102375at7898	Single	NC_047104_RagTag	127427350	127452674	-	1055	220	0.7568	1.0	0	102375at7898_2	127452620_127452674_-|127451028_127451096_-|127439055_127439152_-|127438254_127438403_-|127435047_127435172_-|127427911_127428030_-|127427351_127427509_-
102378at7898	Duplicated	NC_047119_RagTag	45360467	45361262	-	544	202	0.4477	1.0	0	102378at7898_0	45360468_45361262_-
102378at7898	Duplicated	NC_047119_RagTag	45589654	45590449	-	544	202	0.4477	1.0	0	102378at7898_0	45589655_45590449_-
102409at7898	Single	NC_047109_RagTag	17242002	17276857	-	1378	252	0.8353	0.9879518072289156	0	102409at7898_9	17276779_17276857_-|17270052_17270195_-|17268279_17268373_-|17266139_17266309_-|17263715_17263847_-|17251138_17251250_-|17244063_17244208_-|17242003_17242024_-
10242at7898	Duplicated	ptg002655l_RagTag	96999	202414	-	2108	598	0.4645	0.8413059984813971	0	10242at7898_6	202341_202414_-|196919_197105_-|195563_195633_-|194512_194632_-|194361_194435_-|180095_180259_-|149363_149515_-|147418_147947_-|138853_138925_-|135723_135945_-|135405_135572_-|133185_133382_-|131536_131642_-|124390_124539_-|118908_119092_-|118586_118710_-|115040_115227_-|99274_99418_-|98589_98751_-|97000_97318_-
10242at7898	Duplicated	NC_047121_RagTag	42235416	42322850	-	2006	554	0.4728	0.7676537585421412	0	10242at7898_6	42322774_42322850_-|42321725_42321845_-|42321574_42321648_-|42314705_42314869_-|42283948_42284100_-|42282009_42282538_-|42273446_42273518_-|42270316_42270538_-|42269998_42270165_-|42267327_42267524_-|42267051_42267157_-|42259962_42260111_-|42254479_42254663_-|42254157_42254281_-|42250615_42250802_-|42237701_42237845_-|42237016_42237178_-|42235417_42235735_-
102483at7898	Single	NC_047120_RagTag	91428166	91431133	-	1147	218	0.8346	0.966542750929368	0	102483at7898_9	91431026_91431133_-|91430745_91430943_-|91430207_91430361_-|91428901_91429011_-|91428757_91428826_-|91428167_91428303_-
10259at7898	Duplicated	NC_047122_RagTag	55369869	55382286	+	5866	714	0.722	0.9855345911949686	0	10259at7898_0	55369870_55371060_+|55371187_55372925_+|55377824_55379528_+|55382247_55382286_+
10259at7898	Duplicated	NC_047122_RagTag	55232758	55245261	+	5865	714	0.722	0.9855345911949686	0	10259at7898_0	55232759_55233949_+|55234076_55235814_+|55240798_55242502_+|55245222_55245261_+
102665at7898	Single	NC_047118_RagTag	8716420	8750733	-	971	332	0.5427	0.9181034482758621	0	102665at7898_6	8750290_8750733_-|8716421_8717104_-
102683at7898	Single	NC_047115_RagTag	28834331	28845367	-	828	191	0.6822	0.9029535864978903	0	102683at7898_9	28845327_28845367_-|28843251_28843316_-|28841316_28841430_-|28840796_28840903_-|28837547_28837763_-|28834332_28834426_-
102726at7898	Duplicated	ptg003004l_RagTag	91391	98609	-	958	244	0.6498	1.0	0	102726at7898_1	98400_98609_-|98161_98322_-|97919_98083_-|94067_94147_-|91392_91604_-
102726at7898	Duplicated	NC_047108_RagTag	97242021	97249049	-	958	244	0.6498	1.0	0	102726at7898_1	97248840_97249049_-|97248601_97248762_-|97248359_97248523_-|97244531_97244611_-|97242022_97242234_-
102792at7898	Single	NC_047103_RagTag	24165622	24173177	+	978	197	0.7432	1.0	0	102792at7898_7	24165623_24165691_+|24165811_24165842_+|24169594_24169659_+|24169835_24170040_+|24170144_24170217_+|24171794_24171895_+|24172866_24173043_+|24173130_24173177_+
102815at7898	Single	NC_047114_RagTag	106249154	106255428	+	861	180	0.7763	1.0	0	102815at7898_3	106249155_106249244_+|106253720_106253926_+|106255069_106255428_+
102845at7898	Single	NC_047119_RagTag	4176708	4187825	-	1151	226	0.8095	1.0	0	102845at7898_0	4187742_4187825_-|4184303_4184404_-|4183506_4183712_-|4180285_4180449_-|4178299_4178422_-|4176709_4176845_-
102866at7898	Single	NC_047109_RagTag	51921362	51979590	+	1044	230	0.7179	1.0	0	102866at7898_0	51921363_51921459_+|51937987_51938178_+|51952767_51952910_+|51959333_51959557_+|51979475_51979590_+
